net,length_um
pwm_inst.instance_to_wrap.pwm0_inv,54.76µm
_1905_,54.65µm
_1680_,54.24µm
pwm_inst.CMPY_REG\[11\],54.205µm
uart_inst.IC_REG\[0\],53.91µm
_2659_,53.58µm
pwm_inst.CMPX_REG\[25\],53.24µm
net597,53.24µm
_2878_,53.05µm
_1476_,52.885µm
_2821_,52.88µm
uart_inst.instance_to_wrap.fifo_tx.w_ptr_reg\[0\],52.84µm
_1565_,52.56µm
_1871_,52.48µm
_2728_,52.32µm
_2578_,52.29µm
_2217_,52.24µm
net327,51.88µm
_1325_,51.62µm
pwm_inst.PR_REG\[6\],51.56µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[0\],51.515µm
pwm_inst.PR_REG\[7\],51.42µm
_1724_,51.36µm
uart_inst.instance_to_wrap.fifo_rx.w_ptr_reg\[1\],51.18µm
_1738_,51.16µm
uart_inst.IC_REG\[6\],51.14µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[0\],51.04µm
_1528_,51.02µm
_1730_,50.68µm
_1912_,50.62µm
pwm_inst.PWMDT_REG\[1\],50.54µm
_2015_,50.18µm
dat_o\[2\]\[10\],50.1µm
uart_inst.PR_REG\[7\],50µm
_1304_,49.98µm
pwm_inst.CMPX_REG\[17\],49.9µm
_2654_,49.78µm
_1274_,49.76µm
_1874_,49.485µm
pwm_inst.instance_to_wrap.pwm0_en,49.415µm
pwm_inst.CMPX_REG\[19\],49µm
_2602_,48.96µm
_1696_,48.92µm
uart_inst.RIS_REG\[9\],48.82µm
_1972_,48.66µm
_2129_,48.485µm
uart_inst.CFG_REG\[8\],48.43µm
clknet_leaf_35_wb_clk_i_regs,48.2µm
_1902_,48.16µm
_2769_,48.06µm
uart_inst.instance_to_wrap.fifo_rx.w_ptr_reg\[0\],48.005µm
_1766_,47.78µm
pwm_inst.PWMDT_REG\[4\],47.78µm
_1454_,47.5µm
pwm_inst.CMPX_REG\[11\],47.26µm
net116,47.22µm
net411,47.22µm
pwm_inst.PWMFC_REG\[2\],47.09µm
_1790_,47.04µm
_1759_,46.88µm
_2554_,46.78µm
uart_inst.instance_to_wrap.uart_tx.current_state\[3\],46.56µm
_1522_,46.395µm
pwm_inst.CMPY_REG\[26\],46.18µm
_2673_,45.74µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[3\],45.68µm
pwm_inst.CMPX_REG\[16\],45.56µm
_2158_,45.38µm
uart_inst.instance_to_wrap.rx_glitch_filter.in,45.36µm
uart_inst.MATCH_REG\[5\],45.32µm
_1473_,45.24µm
_2586_,45.22µm
_1776_,45.14µm
_2229_,45.12µm
_2797_,44.86µm
pwm_inst.PWM0CFG_REG\[4\],44.86µm
_1627_,44.82µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[13\],44.77µm
pwm_inst.PWM0CFG_REG\[3\],44.76µm
uart_inst.RX_FIFO_LEVEL_WIRE\[1\],44.72µm
_1870_,44.7µm
net555,44.68µm
_1638_,44.43µm
_2886_,44.38µm
pwm_inst.PWM0CFG_REG\[6\],44.36µm
_1901_,44.28µm
_1661_,44.16µm
_2621_,44.065µm
_2018_,43.88µm
_2781_,43.8µm
clknet_leaf_59_wb_clk_i_regs,43.8µm
net399,43.76µm
pwm_inst.PWMDT_REG\[3\],43.64µm
pwm_inst.CMPX_REG\[30\],43.58µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[2\],43.58µm
_2107_,43.3µm
_1515_,43.28µm
_1546_,43.2µm
pwm_inst.TMR_WIRE\[30\],42.98µm
_1244_,42.92µm
uart_inst.RIS_REG\[7\],42.905µm
_1300_,42.72µm
_1897_,42.72µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[0\],42.64µm
_1953_,42.47µm
uart_inst.RIS_REG\[0\],42.34µm
_2053_,42.18µm
_1969_,42.14µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[1\],42.12µm
_2742_,42.08µm
_1749_,41.96µm
clknet_leaf_48_wb_clk_i_regs,41.96µm
pwm_inst.CMPX_REG\[20\],41.835µm
_1247_,41.68µm
_2740_,41.66µm
_2047_,41.58µm
_1648_,41.54µm
_1588_,41.52µm
_2050_,41.52µm
_1228_,41.32µm
_1423_,41.26µm
pwm_inst.CMPX_REG\[28\],41.22µm
_1333_,41.16µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[7\],41.12µm
_1769_,41.08µm
_1763_,41.04µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[6\],41.015µm
uart_inst.IM_REG\[1\],41µm
_2976_,40.8µm
clknet_leaf_21_wb_clk_i_regs,40.78µm
_1744_,40.72µm
wbs_dat_i[30],40.52µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[11\],40.34µm
_2756_,40.32µm
wbs_dat_i[28],40.18µm
_2134_,40.12µm
_2227_,40.095µm
uart_inst.MATCH_REG\[4\],39.98µm
_2859_,39.76µm
_2241_,39.74µm
pwm_inst.CMPY_REG\[28\],39.74µm
_3009_,39.72µm
_1341_,39.56µm
_2762_,39.425µm
_2104_,39.2µm
_2527_,38.98µm
_1317_,38.94µm
net546,38.8µm
_2115_,38.74µm
pwm_inst.PR_REG\[1\],38.7µm
_1699_,38.68µm
_1620_,38.54µm
_1705_,38.44µm
_2071_,38.14µm
net152,38.14µm
_2802_,37.86µm
_2914_,37.86µm
_2714_,37.805µm
pwm_inst.PWM0CFG_REG\[0\],37.72µm
_2702_,37.34µm
_3020_,37.16µm
_2177_,37.12µm
_1660_,37.1µm
_0044_,37µm
_2045_,36.98µm
uart_inst.IC_REG\[3\],36.68µm
uart_inst.CFG_REG\[6\],36.6µm
_2815_,36.565µm
_1612_,36.56µm
_2069_,36.56µm
_1500_,36.52µm
_2081_,36.32µm
pwm_inst.TMR_WIRE\[18\],36.32µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[14\],36.26µm
_2192_,36.23µm
pwm_inst.PWM1CFG_REG\[2\],36.225µm
_2687_,36.1µm
pwm_inst.CMPY_REG\[7\],36.02µm
net381,36.02µm
_1621_,35.98µm
_1451_,35.89µm
_2795_,35.86µm
_2667_,35.84µm
_1384_,35.82µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[0\],35.82µm
uart_inst.instance_to_wrap.fifo_tx.w_ptr_reg\[1\],35.76µm
_1358_,35.59µm
uart_inst.instance_to_wrap.bits_count\[4\],35.56µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[9\],35.56µm
_1315_,35.55µm
_1663_,35.5µm
_2918_,35.26µm
_1542_,35.14µm
_2579_,35.12µm
_2607_,35.12µm
uart_inst.RIS_REG\[3\],35.12µm
_1906_,35.1µm
_1999_,34.94µm
_2698_,34.88µm
_2842_,34.84µm
pwm_inst.TMR_WIRE\[12\],34.84µm
_2243_,34.82µm
_2775_,34.76µm
_1468_,34.66µm
net537,34.59µm
uart_inst.IM_REG\[3\],34.52µm
_1243_,34.49µm
_1689_,34.42µm
_2054_,34.26µm
_2791_,34.26µm
pwm_inst.CMPY_REG\[2\],34.22µm
_1376_,34.16µm
_3011_,34.16µm
_2640_,34.02µm
uart_inst.CFG_REG\[13\],33.95µm
pwm_inst.CMPX_REG\[12\],33.92µm
_2623_,33.9µm
pwm_inst.PWM0CFG_REG\[9\],33.88µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[1\],33.76µm
pwm_inst.instance_to_wrap.pr_reg\[0\],33.73µm
_1610_,33.7µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[6\],33.58µm
_1534_,33.56µm
_1711_,33.56µm
_2055_,33.5µm
uart_inst.IM_REG\[0\],33.46µm
wbs_dat_i[1],33.42µm
_1923_,33.4µm
_1421_,33.265µm
pwm_inst.CMPY_REG\[25\],33.24µm
pwm_inst.PR_REG\[12\],33.22µm
uart_inst.instance_to_wrap.fifo_tx.r_ptr_reg\[0\],33.115µm
_2118_,33.08µm
_1914_,33.03µm
_1303_,33µm
_1807_,33µm
_2611_,32.96µm
_1782_,32.88µm
_2910_,32.88µm
_2962_,32.88µm
pwm_inst.CMPX_REG\[22\],32.88µm
_2825_,32.86µm
uart_inst.instance_to_wrap.uart_rx.brk\[4\],32.83µm
uart_inst.instance_to_wrap.uart_rx.current_state\[0\],32.81µm
pwm_inst.PWMFC_REG\[5\],32.76µm
_2524_,32.74µm
pwm_inst.CMPY_REG\[22\],32.68µm
_1737_,32.66µm
pwm_inst.TMR_WIRE\[13\],32.64µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[5\],32.64µm
uart_inst.instance_to_wrap.uart_rx.current_state\[3\],32.64µm
_1262_,32.42µm
pwm_inst.PR_REG\[5\],32.42µm
_2187_,32.24µm
pwm_inst.PWM0CFG_REG\[7\],32.14µm
_2677_,32µm
_2820_,32µm
_2240_,31.98µm
_1345_,31.64µm
_2028_,31.6µm
_2114_,31.58µm
pwm_inst.PWM0CFG_REG\[2\],31.52µm
_2095_,31.48µm
_1427_,31.44µm
_1346_,31.42µm
_1510_,31.38µm
_2958_,31.36µm
_1519_,31.18µm
_1217_,31µm
_1446_,30.88µm
_1504_,30.88µm
_2245_,30.68µm
_1366_,30.67µm
_2609_,30.54µm
_2010_,30.4µm
_2153_,30.32µm
_1802_,30.26µm
net717,30.2µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[10\],30.16µm
_1471_,30.08µm
uart_inst.IM_REG\[6\],30.06µm
_1330_,29.78µm
_2751_,29.7µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[0\],29.68µm
_1356_,29.62µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[1\],29.58µm
_2697_,29.54µm
_1617_,29.48µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[1\],29.42µm
_2091_,29.38µm
_1477_,29.32µm
uart_inst.IM_REG\[8\],29.24µm
_1797_,29.18µm
_2237_,29.16µm
wbs_dat_i[27],29.115µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[4\],29.1µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[12\],29.06µm
_1428_,29.02µm
uart_inst.instance_to_wrap.uart_rx.brk\[9\],28.95µm
_1301_,28.84µm
uart_inst.instance_to_wrap.samples_count\[2\],28.8µm
uart_inst.IC_REG\[7\],28.74µm
uart_inst.IM_REG\[9\],28.7µm
uart_inst.TX_FIFO_THRESHOLD_REG\[2\],28.56µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[5\],28.52µm
_2765_,28.5µm
_2768_,28.5µm
_2571_,28.44µm
uart_inst.IM_REG\[4\],28.42µm
_2724_,28.4µm
_1412_,28.38µm
_1609_,28.36µm
uart_inst.IC_REG\[2\],28.18µm
_1235_,28µm
_2900_,27.94µm
uart_inst.MATCH_REG\[3\],27.9µm
_1935_,27.805µm
_2029_,27.78µm
_1894_,27.74µm
uart_inst.instance_to_wrap.bits_count\[5\],27.74µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[7\],27.68µm
_2960_,27.66µm
_2106_,27.6µm
pwm_inst.PWM0CFG_REG\[11\],27.54µm
_1677_,27.44µm
_2193_,27.42µm
_1799_,27.37µm
_1573_,27.36µm
_2830_,27.36µm
_2691_,27.12µm
_2738_,27.1µm
_1230_,27.06µm
_1458_,27.02µm
_1613_,27.02µm
pwm_inst.PWM1CFG_REG\[3\],26.94µm
uart_inst.MATCH_REG\[0\],26.94µm
_2525_,26.9µm
pwm_inst.CMPY_REG\[29\],26.88µm
uart_inst.instance_to_wrap.samples_count\[0\],26.705µm
_1812_,26.66µm
pwm_inst.PR_REG\[8\],26.58µm
net765,26.58µm
_2793_,26.52µm
_2378_,26.5µm
wbs_dat_i[11],26.5µm
_1794_,26.445µm
uart_inst.IC_REG\[1\],26.36µm
_1582_,26.34µm
_1219_,26.32µm
_2872_,26.32µm
pwm_inst.PR_REG\[15\],26.22µm
wbs_dat_i[29],26.2µm
_2620_,26.185µm
uart_inst.instance_to_wrap.uart_tx.current_state\[5\],26.16µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[2\],26.12µm
_1320_,26.1µm
uart_inst.TX_FIFO_THRESHOLD_REG\[3\],26.02µm
pwm_inst.instance_to_wrap.dly_cntr\[7\],25.9µm
_1323_,25.8µm
_1589_,25.64µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[0\],25.62µm
_2060_,25.5µm
_2244_,25.46µm
_2213_,25.415µm
_1568_,25.36µm
uart_inst.instance_to_wrap.uart_rx.brk\[3\],25.33µm
_2089_,25.32µm
_1238_,25.29µm
_1399_,25.26µm
uart_inst.instance_to_wrap.bits_count\[3\],25.2µm
_2194_,25.18µm
uart_inst.instance_to_wrap.samples_count\[4\],25.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[2\],25.14µm
_2274_,25.12µm
pwm_inst.CMPX_REG\[24\],25.1µm
_1273_,25.04µm
_2182_,25.02µm
wbs_dat_i[22],24.98µm
_1824_,24.96µm
net529,24.96µm
_2604_,24.94µm
wbs_dat_i[4],24.86µm
_2094_,24.8µm
_1448_,24.76µm
_2879_,24.72µm
pwm_inst.PWMFC_REG\[1\],24.68µm
_1298_,24.54µm
_2566_,24.52µm
wbs_dat_i[7],24.52µm
_1585_,24.48µm
_1523_,24.46µm
_2850_,24.38µm
_1378_,24.34µm
wbs_adr_i[28],24.34µm
_2669_,24.28µm
pwm_inst.PWM0CFG_REG\[10\],24.26µm
_2589_,24.18µm
_1372_,24.16µm
_2174_,24.14µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[6\],24.08µm
uart_inst.instance_to_wrap.fifo_tx.r_ptr_reg\[2\],23.98µm
_1474_,23.97µm
_2601_,23.92µm
_2062_,23.9µm
_1369_,23.84µm
_1631_,23.84µm
_1960_,23.8µm
_2361_,23.7µm
_1567_,23.68µm
_1380_,23.42µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[3\],23.4µm
uart_inst.instance_to_wrap.uart_rx.current_state\[5\],23.39µm
_1844_,23.34µm
pwm_inst.PWM1CFG_REG\[14\],23.325µm
_1963_,23.32µm
_2689_,23.3µm
pwm_inst.CMPY_REG\[31\],23.3µm
wbs_dat_i[21],23.28µm
uart_inst.TX_FIFO_THRESHOLD_REG\[1\],23.26µm
_2663_,23.16µm
_1437_,23.06µm
_2150_,23µm
pwm_inst.PWM0CFG_REG\[1\],22.96µm
_1684_,22.92µm
pwm_inst.RIS_REG\[2\],22.92µm
uart_inst.instance_to_wrap.samples_count\[3\],22.92µm
_2694_,22.9µm
_1954_,22.88µm
pwm_inst.RIS_REG\[0\],22.84µm
_1939_,22.66µm
_1475_,22.62µm
_2873_,22.62µm
wbs_dat_i[9],22.62µm
wbs_adr_i[31],22.6µm
uart_inst.IM_REG\[2\],22.52µm
uart_inst.instance_to_wrap.bits_count\[1\],22.5µm
_2051_,22.38µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[1\],22.36µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[2\],22.34µm
pwm_inst.instance_to_wrap.pwm_dt_en,22.225µm
wbs_adr_i[17],22.18µm
uart_inst.instance_to_wrap.uart_tx.current_state\[4\],22.16µm
wbs_dat_i[31],22.14µm
uart_inst.RIS_REG\[8\],22.13µm
_2550_,22.12µm
wbs_dat_i[0],22.1µm
_1590_,22.02µm
uart_inst.PR_REG\[12\],22.02µm
wbs_adr_i[30],22.02µm
uart_inst.PR_REG\[5\],21.98µm
_1586_,21.92µm
wbs_dat_i[10],21.9µm
_2629_,21.84µm
pwm_inst.CMPY_REG\[4\],21.82µm
_1425_,21.78µm
dat_o\[2\]\[2\],21.78µm
pwm_inst.PWM0CFG_REG\[5\],21.72µm
_1489_,21.7µm
_2746_,21.66µm
_2777_,21.66µm
_1328_,21.64µm
_2075_,21.62µm
_2122_,21.62µm
pwm_inst.CMPX_REG\[1\],21.58µm
net508,21.54µm
pwm_inst.PWM1CFG_REG\[1\],21.52µm
pwm_inst.instance_to_wrap.dly_cntr\[0\],21.52µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[3\],21.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[6\],21.51µm
pwm_inst.PWMDT_REG\[6\],21.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[5\],21.5µm
wbs_dat_i[12],21.48µm
uart_inst.instance_to_wrap.uart_rx.brk\[0\],21.39µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[2\],21.36µm
wbs_dat_i[5],21.36µm
_1718_,21.34µm
_3003_,21.3µm
_1516_,21.24µm
_2664_,21.24µm
_2644_,21.22µm
pwm_inst.instance_to_wrap.dly_cntr\[6\],21.22µm
_1685_,21.2µm
_2538_,21.2µm
_1505_,21.16µm
_2817_,21.16µm
wbs_dat_i[25],21.14µm
pwm_inst.PR_REG\[2\],21.12µm
_2218_,21.04µm
_1929_,20.94µm
_1861_,20.9µm
_2703_,20.86µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[15\],20.8µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[2\],20.8µm
_1414_,20.78µm
_1424_,20.74µm
_1836_,20.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[1\],20.74µm
_1576_,20.68µm
_1276_,20.66µm
_2668_,20.66µm
pwm_inst.IC_REG\[0\],20.54µm
_2964_,20.46µm
pwm_inst.instance_to_wrap.tmr_run,20.43µm
uart_inst.PR_REG\[3\],20.42µm
wbs_adr_i[12],20.42µm
uart_inst.MATCH_REG\[1\],20.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[4\],20.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[3\],20.38µm
_2534_,20.32µm
_2696_,20.28µm
_1485_,20.24µm
wbs_adr_i[11],20.22µm
_2206_,20.2µm
pwm_inst.PWMFC_REG\[15\],20.2µm
_1443_,20.18µm
net64,20.14µm
_2085_,20.12µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[2\],20.075µm
_1418_,20µm
_2594_,19.94µm
_2228_,19.9µm
uart_inst.PR_REG\[0\],19.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[3\],19.86µm
wbs_dat_i[2],19.76µm
_2605_,19.74µm
_1282_,19.72µm
pwm_inst.PR_REG\[13\],19.7µm
_2590_,19.66µm
_2705_,19.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[8\],19.58µm
_1512_,19.54µm
_2052_,19.42µm
_2156_,19.38µm
_2627_,19.36µm
uart_inst.instance_to_wrap.fifo_tx.r_ptr_reg\[1\],19.26µm
_1615_,19.24µm
pwm_inst.IM_REG\[2\],19.24µm
wbs_cyc_i,19.22µm
uart_inst.PR_REG\[13\],19.18µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[5\],19.14µm
wbs_adr_i[2],19.12µm
uart_inst.instance_to_wrap.bits_count\[0\],19.04µm
uart_inst.RIS_REG\[1\],19.03µm
wbs_adr_i[10],19.02µm
_1413_,18.94µm
_2582_,18.94µm
uart_inst.IM_REG\[7\],18.9µm
wbs_dat_i[26],18.84µm
_1777_,18.74µm
uart_inst.PR_REG\[10\],18.74µm
uart_inst.instance_to_wrap.uart_rx.brk\[7\],18.735µm
_1227_,18.7µm
uart_inst.RIS_REG\[2\],18.7µm
uart_inst.instance_to_wrap.rx_filtered,18.7µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[0\],18.68µm
uart_inst.IM_REG\[5\],18.665µm
pwm_inst.CMPX_REG\[7\],18.64µm
ack\[0\],18.6µm
wbs_dat_i[14],18.58µm
_1758_,18.48µm
_2257_,18.48µm
_2730_,18.48µm
_1525_,18.45µm
_1486_,18.44µm
_1584_,18.44µm
wbs_adr_i[29],18.42µm
_1622_,18.4µm
wbs_we_i,18.34µm
uart_inst.instance_to_wrap.uart_tx.current_state\[1\],18.28µm
wbs_dat_o[13],18.26µm
uart_inst.CFG_REG\[9\],18.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[0\],18.24µm
_2411_,18.2µm
wbs_dat_i[6],18.14µm
wbs_dat_i[8],18.12µm
_1991_,18.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[0\],18.08µm
_1809_,18.06µm
_2736_,18.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[6\],18.06µm
uart_inst.PR_REG\[11\],18.04µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[2\],18.025µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[6\],18.02µm
_2093_,18µm
_0047_,17.97µm
_1934_,17.88µm
_1968_,17.86µm
_2468_,17.85µm
_2313_,17.8µm
wbs_dat_o[28],17.8µm
pwm_inst.CMPX_REG\[4\],17.76µm
wbs_dat_o[3],17.72µm
_1506_,17.68µm
_1466_,17.62µm
wbs_dat_i[23],17.62µm
pwm_inst.RIS_REG\[1\],17.6µm
_2356_,17.59µm
_2088_,17.58µm
wbs_dat_i[24],17.58µm
uart_inst.IC_REG\[5\],17.56µm
_1801_,17.53µm
_1770_,17.52µm
_1814_,17.52µm
pwm_inst.IM_REG\[0\],17.52µm
_2537_,17.46µm
uart_inst.instance_to_wrap.uart_rx.brk\[6\],17.43µm
_1251_,17.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[5\],17.4µm
wbs_dat_i[13],17.38µm
_1903_,17.36µm
_1624_,17.34µm
wbs_adr_i[16],17.34µm
_2721_,17.32µm
pwm_inst.PWMDT_REG\[5\],17.32µm
pwm_inst.instance_to_wrap.dly_cntr\[2\],17.28µm
_1996_,17.26µm
_2183_,17.26µm
_3027_,17.24µm
_2141_,17.2µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[1\],17.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[2\],17.2µm
uart_inst.MATCH_REG\[2\],17.19µm
wbs_adr_i[20],17.18µm
wbs_adr_i[25],17.14µm
net65,17.14µm
pwm_inst.instance_to_wrap.dly_cntr\[3\],17.12µm
_1710_,17.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[8\],17.06µm
_2420_,17.04µm
pwm_inst.CMPX_REG\[31\],17.04µm
_2556_,17.02µm
_2789_,17.02µm
pwm_inst.CMPX_REG\[2\],17.02µm
net614,17.02µm
_1533_,17.01µm
_2014_,16.98µm
_1359_,16.9µm
_1927_,16.9µm
wbs_dat_o[2],16.88µm
_1917_,16.86µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[4\],16.845µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[8\],16.84µm
_1633_,16.8µm
pwm_inst.PWMFC_REG\[8\],16.76µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[3\],16.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[4\],16.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[3\],16.72µm
net1079,16.72µm
_3023_,16.7µm
_2185_,16.68µm
_2308_,16.675µm
_2826_,16.6µm
uart_inst.instance_to_wrap.samples_count\[1\],16.6µm
wbs_adr_i[26],16.6µm
_1629_,16.56µm
_2593_,16.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[5\],16.55µm
_2595_,16.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[3\],16.44µm
wbs_dat_o[17],16.42µm
uart_inst.RX_FIFO_THRESHOLD_REG\[3\],16.38µm
wbs_adr_i[9],16.38µm
pwm_inst.PWMFC_REG\[10\],16.36µm
_2098_,16.34µm
_2893_,16.34µm
pwm_inst.CMPY_REG\[30\],16.32µm
_2766_,16.3µm
_2651_,16.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[7\],16.24µm
net612,16.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[0\],16.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[2\],16.18µm
uart_inst.instance_to_wrap.uart_rx.current_state\[4\],16.18µm
net1033,16.18µm
wbs_adr_i[19],16.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[7\],16.14µm
net791,16.14µm
wbs_adr_i[18],16.12µm
_2514_,16.105µm
_1543_,16.1µm
_1581_,16.1µm
_1791_,16.1µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[3\],16.1µm
_1434_,16.06µm
_2585_,16.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[1\],16.06µm
_1811_,16.02µm
_2500_,16.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[3\],16.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[1\],16.02µm
_1872_,15.98µm
_2613_,15.98µm
pwm_inst.instance_to_wrap.pr_reg\[2\],15.98µm
_2763_,15.96µm
_2671_,15.94µm
_1374_,15.92µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[3\],15.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[8\],15.92µm
_2816_,15.845µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[7\],15.82µm
wbs_dat_i[3],15.78µm
net605,15.76µm
_1336_,15.74µm
_1246_,15.7µm
_1524_,15.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[7\],15.68µm
net601,15.68µm
_1642_,15.67µm
uart_inst.RX_FIFO_THRESHOLD_REG\[0\],15.66µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[1\],15.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[1\],15.61µm
_1508_,15.6µm
_1583_,15.6µm
_1895_,15.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[6\],15.54µm
wbs_adr_i[23],15.54µm
_2709_,15.52µm
uart_inst.instance_to_wrap.uart_rx.brk\[8\],15.51µm
wbs_dat_i[17],15.5µm
wbs_dat_o[19],15.5µm
pwm_inst.PWMDT_REG\[0\],15.48µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[3\],15.48µm
_1373_,15.46µm
net1076,15.46µm
_1641_,15.44µm
_2560_,15.42µm
net514,15.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[2\],15.405µm
_1398_,15.38µm
uart_inst.instance_to_wrap.uart_tx.current_state\[2\],15.38µm
net1038,15.38µm
_1306_,15.36µm
net62,15.34µm
_2016_,15.32µm
_1657_,15.3µm
_2954_,15.3µm
uart_inst.RX_FIFO_THRESHOLD_REG\[1\],15.3µm
_1750_,15.26µm
_1860_,15.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[6\],15.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[8\],15.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[1\],15.18µm
wbs_dat_o[4],15.12µm
wbs_dat_o[6],15.04µm
_2272_,15.03µm
_1900_,15.02µm
_2083_,15.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[1\],15.02µm
_1520_,15µm
_1908_,15µm
_2749_,14.98µm
_1488_,14.96µm
_1390_,14.9µm
pwm_inst.instance_to_wrap.pr_reg\[1\],14.88µm
net66,14.88µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[4\],14.82µm
_1591_,14.8µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[7\],14.8µm
_1741_,14.76µm
_2936_,14.76µm
_2969_,14.76µm
_2265_,14.74µm
_2442_,14.72µm
_1716_,14.68µm
_2264_,14.68µm
_3021_,14.68µm
wbs_adr_i[22],14.68µm
uart_inst.instance_to_wrap.fifo_rx.empty,14.65µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[1\],14.64µm
