net,length_um
_2915_,7.9µm
net680,7.9µm
_0793_,7.885µm
_0802_,7.885µm
_1093_,7.885µm
_1845_,7.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[4\],7.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[0\],7.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[3\],7.86µm
_0164_,7.83µm
_0022_,7.82µm
_0979_,7.82µm
_0980_,7.82µm
_1043_,7.82µm
_0619_,7.8µm
_1639_,7.78µm
_1920_,7.78µm
_2987_,7.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[2\],7.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[0\],7.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[6\],7.78µm
_0018_,7.76µm
_1503_,7.76µm
pwm_inst.PWM1CFG_REG\[9\],7.76µm
net827,7.76µm
_2226_,7.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[3\],7.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[3\],7.74µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[5\],7.74µm
_1848_,7.72µm
_1964_,7.7µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[4\],7.7µm
_0737_,7.685µm
_1950_,7.68µm
_2270_,7.68µm
_2332_,7.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[5\],7.68µm
_1364_,7.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[0\],7.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[7\],7.66µm
net900,7.66µm
_0676_,7.64µm
_2238_,7.64µm
_2278_,7.64µm
_2572_,7.64µm
_2929_,7.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[1\],7.64µm
_0663_,7.62µm
_1832_,7.62µm
_2383_,7.62µm
_0515_,7.605µm
_0940_,7.605µm
pwm_inst.instance_to_wrap.pr_reg\[8\],7.6µm
pwm_inst.instance_to_wrap.pr_reg\[14\],7.59µm
_1653_,7.58µm
_2119_,7.58µm
_0687_,7.56µm
_1090_,7.56µm
_1102_,7.56µm
_1406_,7.56µm
_2064_,7.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[7\],7.56µm
net523,7.56µm
net814,7.56µm
_1137_,7.545µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[8\],7.54µm
_1087_,7.525µm
_1493_,7.52µm
_2255_,7.52µm
_2395_,7.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[5\],7.52µm
net592,7.52µm
net1032,7.52µm
_1311_,7.5µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[1\],7.5µm
_2655_,7.485µm
_2843_,7.48µm
net569,7.48µm
net686,7.46µm
net1052,7.46µm
_1816_,7.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[3\],7.44µm
net700,7.44µm
net754,7.44µm
net820,7.44µm
_1915_,7.435µm
_0014_,7.4µm
_2067_,7.4µm
_2375_,7.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[8\],7.4µm
_1159_,7.385µm
_2312_,7.38µm
_2520_,7.38µm
_0065_,7.37µm
_0170_,7.37µm
_2269_,7.34µm
_2819_,7.34µm
net1054,7.34µm
_1368_,7.32µm
_1396_,7.32µm
_1780_,7.32µm
_2163_,7.32µm
pwm_inst.instance_to_wrap.pr_reg\[11\],7.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[8\],7.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[8\],7.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[3\],7.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[1\],7.29µm
_1407_,7.28µm
_2393_,7.28µm
_2808_,7.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[7\],7.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[3\],7.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[2\],7.28µm
_0319_,7.27µm
_0912_,7.265µm
_0032_,7.26µm
_1676_,7.24µm
_2956_,7.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[7\],7.24µm
_0614_,7.22µm
_0807_,7.22µm
_1734_,7.22µm
_2489_,7.22µm
_2666_,7.22µm
_2682_,7.22µm
_2767_,7.22µm
pwm_inst.PWM1CFG_REG\[11\],7.22µm
pwm_inst.instance_to_wrap.pr_reg\[9\],7.22µm
uart_inst.TX_FIFO_THRESHOLD_REG\[0\],7.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[2\],7.22µm
_0573_,7.2µm
_2298_,7.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[2\],7.2µm
_0649_,7.18µm
_0662_,7.18µm
_0666_,7.18µm
_0983_,7.18µm
_1012_,7.18µm
_1075_,7.18µm
_2316_,7.18µm
pwm_inst.instance_to_wrap.pwm0_w_dt,7.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[1\],7.18µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[3\],7.18µm
net554,7.18µm
_0553_,7.165µm
_0919_,7.165µm
_0970_,7.165µm
_1169_,7.165µm
_1787_,7.16µm
net668,7.16µm
_0865_,7.145µm
wb_clk_i_regs,7.14µm
net489,7.14µm
_2507_,7.12µm
_1440_,7.1µm
_1495_,7.1µm
_1647_,7.1µm
_2399_,7.1µm
_2564_,7.1µm
net958,7.1µm
_1150_,7.08µm
_2580_,7.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[8\],7.08µm
_1223_,7.06µm
_1722_,7.06µm
_1735_,7.06µm
_1747_,7.06µm
_1887_,7.06µm
_1990_,7.06µm
_2400_,7.06µm
_2529_,7.06µm
_2681_,7.06µm
_2823_,7.06µm
_2995_,7.06µm
net741,7.06µm
net922,7.06µm
_0556_,7.045µm
_2471_,7.04µm
_1242_,7.025µm
_2342_,7µm
net1088,7µm
_0477_,6.98µm
_1226_,6.98µm
_1540_,6.98µm
_2003_,6.98µm
_2024_,6.98µm
_2082_,6.98µm
_2392_,6.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[2\],6.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[0\],6.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[0\],6.96µm
net792,6.96µm
_0561_,6.945µm
_0634_,6.94µm
_1060_,6.94µm
_2517_,6.92µm
_2831_,6.92µm
_0187_,6.91µm
_0427_,6.87µm
_1401_,6.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[4\],6.86µm
_0776_,6.84µm
_1756_,6.84µm
_2250_,6.84µm
_2303_,6.84µm
_2260_,6.83µm
_0527_,6.825µm
_0738_,6.825µm
_0751_,6.825µm
_0961_,6.825µm
_1124_,6.825µm
_1386_,6.82µm
_2074_,6.82µm
_1408_,6.8µm
_0212_,6.79µm
_2013_,6.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[2\],6.78µm
_0574_,6.76µm
_0585_,6.76µm
_0792_,6.76µm
_0808_,6.76µm
_2531_,6.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[7\],6.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[1\],6.76µm
_0265_,6.74µm
pwm_inst.instance_to_wrap.pwm1_en,6.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[2\],6.74µm
_0798_,6.72µm
_0914_,6.72µm
_1164_,6.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[7\],6.72µm
net573,6.72µm
_0534_,6.705µm
_0536_,6.705µm
_0837_,6.705µm
_0899_,6.705µm
_0924_,6.705µm
_1646_,6.7µm
_2144_,6.7µm
_2937_,6.66µm
_1450_,6.64µm
_1977_,6.64µm
_2271_,6.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[3\],6.64µm
net692,6.64µm
net886,6.64µm
net934,6.64µm
net999,6.64µm
_0373_,6.62µm
_2330_,6.62µm
_2510_,6.62µm
_2961_,6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[4\],6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[8\],6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[4\],6.62µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[3\],6.62µm
_1225_,6.6µm
_1727_,6.6µm
_1753_,6.6µm
_2214_,6.6µm
_2349_,6.6µm
_2428_,6.6µm
_2429_,6.6µm
_2451_,6.6µm
_2712_,6.6µm
net810,6.6µm
net821,6.6µm
net826,6.6µm
net832,6.6µm
net1003,6.6µm
_2259_,6.58µm
net587,6.54µm
net950,6.54µm
_1353_,6.52µm
_2042_,6.52µm
_2502_,6.52µm
net641,6.52µm
_1974_,6.5µm
net732,6.5µm
net778,6.5µm
net905,6.5µm
net923,6.5µm
_0602_,6.48µm
_0764_,6.48µm
_1754_,6.48µm
_1858_,6.48µm
net849,6.48µm
_0830_,6.465µm
_2152_,6.46µm
net888,6.44µm
net441,6.43µm
net449,6.43µm
net451,6.43µm
net453,6.43µm
net455,6.43µm
net457,6.43µm
net459,6.43µm
net460,6.43µm
net461,6.43µm
net463,6.43µm
net465,6.43µm
net467,6.43µm
net443,6.43µm
net469,6.43µm
net471,6.43µm
net473,6.43µm
net475,6.43µm
net447,6.43µm
_0007_,6.42µm
_0596_,6.42µm
_0626_,6.42µm
_0760_,6.42µm
_1049_,6.42µm
_1073_,6.42µm
_1080_,6.42µm
_1111_,6.42µm
_1432_,6.42µm
_1755_,6.42µm
_2046_,6.42µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[1\],6.42µm
_1550_,6.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[8\],6.4µm
_0685_,6.38µm
net920,6.38µm
_0535_,6.365µm
_0542_,6.365µm
_0543_,6.365µm
_0560_,6.365µm
_0565_,6.365µm
_0748_,6.365µm
_0816_,6.365µm
_0818_,6.365µm
_0822_,6.365µm
_0831_,6.365µm
_0855_,6.365µm
_0857_,6.365µm
_0873_,6.365µm
_0955_,6.365µm
_0956_,6.365µm
_0969_,6.365µm
_0971_,6.365µm
_1001_,6.365µm
_1122_,6.365µm
_1126_,6.365µm
_1136_,6.365µm
_1422_,6.36µm
_2358_,6.36µm
_2717_,6.36µm
_1662_,6.32µm
_2678_,6.32µm
_2889_,6.32µm
net1010,6.32µm
_0734_,6.3µm
_0797_,6.3µm
_1288_,6.3µm
_2798_,6.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[1\],6.3µm
_2001_,6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[8\],6.28µm
_0658_,6.26µm
_1031_,6.26µm
_1135_,6.26µm
_1204_,6.26µm
_1656_,6.26µm
_2977_,6.26µm
net1071,6.26µm
_0167_,6.25µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[3\],6.24µm
_1258_,6.23µm
_0559_,6.225µm
_0815_,6.225µm
_2485_,6.205µm
_1598_,6.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[2\],6.2µm
_0824_,6.185µm
_1175_,6.185µm
_0794_,6.18µm
_1104_,6.18µm
_1357_,6.18µm
_1385_,6.18µm
uart_inst.CFG_REG\[1\],6.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[4\],6.18µm
net478,6.18µm
net875,6.18µm
net895,6.18µm
_0675_,6.16µm
_1155_,6.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[5\],6.16µm
pwm_inst.instance_to_wrap.pwm1_inv,6.155µm
_1562_,6.14µm
_1726_,6.14µm
_2034_,6.14µm
_2325_,6.14µm
_2809_,6.14µm
_2907_,6.14µm
net635,6.14µm
net801,6.14µm
net852,6.14µm
net855,6.14µm
net868,6.14µm
net891,6.14µm
net940,6.14µm
net941,6.14µm
net946,6.14µm
net949,6.14µm
net965,6.14µm
net982,6.14µm
net1001,6.14µm
_2336_,6.12µm
_2421_,6.12µm
_2425_,6.11µm
_0572_,6.105µm
net464,6.09µm
_2739_,6.08µm
net563,6.08µm
net857,6.08µm
_0323_,6.06µm
_1360_,6.06µm
_2279_,6.06µm
_2290_,6.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[5\],6.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[0\],6.06µm
net884,6.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[3\],6.04µm
net903,6.04µm
_1188_,6.025µm
_2642_,6.02µm
_2829_,6.02µm
net702,6.02µm
_1708_,5.98µm
_2499_,5.98µm
_2998_,5.98µm
net496,5.98µm
net707,5.98µm
net737,5.98µm
net973,5.98µm
_0260_,5.97µm
_0826_,5.965µm
net662,5.965µm
_0674_,5.96µm
_0689_,5.96µm
_0690_,5.96µm
_0775_,5.96µm
_0787_,5.96µm
_0987_,5.96µm
_0996_,5.96µm
_1055_,5.96µm
_1084_,5.96µm
_1180_,5.96µm
_2733_,5.96µm
net694,5.96µm
_0081_,5.94µm
_0117_,5.94µm
_0652_,5.94µm
_2181_,5.94µm
pwm_inst.PWMFC_REG\[7\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[1\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[6\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[4\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[3\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[6\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[1\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[2\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[5\],5.94µm
_1846_,5.92µm
_2188_,5.92µm
net1031,5.92µm
_0051_,5.91µm
_0180_,5.91µm
_0186_,5.91µm
_0195_,5.91µm
_0243_,5.91µm
_0322_,5.91µm
_0332_,5.91µm
_0454_,5.91µm
_2755_,5.9µm
uart_inst.instance_to_wrap.bits_count\[2\],5.9µm
_0376_,5.89µm
pwm_inst.PWM1CFG_REG\[13\],5.86µm
_1877_,5.85µm
_0938_,5.845µm
_1142_,5.845µm
net651,5.845µm
_0578_,5.84µm
_0786_,5.84µm
_0805_,5.84µm
_1173_,5.84µm
_1452_,5.84µm
_1771_,5.84µm
_2294_,5.84µm
_2381_,5.84µm
_2542_,5.84µm
_2737_,5.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[7\],5.84µm
_1852_,5.82µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[7\],5.82µm
net598,5.82µm
_0622_,5.8µm
_1178_,5.8µm
_1183_,5.8µm
_1772_,5.8µm
_1827_,5.8µm
_1921_,5.8µm
_1983_,5.8µm
_2056_,5.8µm
_2440_,5.8µm
_2630_,5.8µm
pwm_inst.PWMFC_REG\[3\],5.8µm
net510,5.8µm
net622,5.8µm
_0521_,5.765µm
_0523_,5.765µm
_0871_,5.765µm
_2363_,5.75µm
net450,5.75µm
net452,5.75µm
net454,5.75µm
net456,5.75µm
net458,5.75µm
net442,5.75µm
net462,5.75µm
net466,5.75µm
net468,5.75µm
net470,5.75µm
net472,5.75µm
net474,5.75µm
net444,5.75µm
net445,5.75µm
net438,5.75µm
net446,5.75µm
net448,5.75µm
net440,5.75µm
net437,5.75µm
_1403_,5.74µm
_1864_,5.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[6\],5.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[7\],5.74µm
_0780_,5.72µm
_1252_,5.72µm
_1324_,5.72µm
_1494_,5.72µm
_1551_,5.72µm
_1980_,5.72µm
_2453_,5.72µm
_2679_,5.72µm
net564,5.72µm
net712,5.72µm
net998,5.72µm
net1013,5.72µm
_0264_,5.68µm
_1367_,5.68µm
_1405_,5.68µm
_1688_,5.68µm
_2031_,5.68µm
_2319_,5.68µm
_2396_,5.68µm
_2639_,5.68µm
_2648_,5.68µm
_2774_,5.68µm
_2803_,5.68µm
_2868_,5.68µm
_2973_,5.68µm
net646,5.68µm
net879,5.68µm
net931,5.68µm
net966,5.68µm
_0369_,5.67µm
_1993_,5.66µm
_2759_,5.66µm
_2328_,5.65µm
_0514_,5.645µm
_0947_,5.645µm
_1578_,5.62µm
net804,5.62µm
_0019_,5.6µm
_1987_,5.6µm
_2402_,5.6µm
_2626_,5.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[0\],5.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[0\],5.6µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[2\],5.6µm
_1392_,5.58µm
_2444_,5.58µm
net693,5.58µm
net924,5.58µm
net968,5.58µm
net1005,5.58µm
_2711_,5.57µm
_0335_,5.56µm
net1081,5.56µm
_0904_,5.545µm
_0908_,5.545µm
_0255_,5.53µm
_0905_,5.525µm
_2246_,5.52µm
net974,5.52µm
_0817_,5.505µm
_0655_,5.5µm
_0673_,5.5µm
_0795_,5.5µm
_1222_,5.48µm
_2477_,5.48µm
_1654_,5.46µm
_1679_,5.46µm
net479,5.46µm
net750,5.46µm
_0248_,5.43µm
_0286_,5.43µm
_0522_,5.425µm
_2456_,5.385µm
_0615_,5.38µm
_0623_,5.38µm
_0677_,5.38µm
_1021_,5.38µm
_1207_,5.38µm
_1687_,5.38µm
_2123_,5.38µm
_2200_,5.38µm
net77,5.38µm
net568,5.38µm
net983,5.38µm
_0718_,5.34µm
_1053_,5.34µm
_1157_,5.34µm
_1675_,5.34µm
_1857_,5.34µm
_1866_,5.34µm
_2195_,5.34µm
_2254_,5.34µm
_2296_,5.34µm
_2305_,5.34µm
_2339_,5.34µm
_2416_,5.34µm
_2424_,5.34µm
_2523_,5.34µm
_2838_,5.34µm
_2847_,5.34µm
_2905_,5.34µm
net679,5.34µm
net715,5.34µm
net803,5.34µm
_0217_,5.33µm
_0235_,5.33µm
_0245_,5.33µm
_0481_,5.33µm
_1431_,5.315µm
_0934_,5.305µm
_1145_,5.305µm
_1501_,5.28µm
_2359_,5.28µm
_2492_,5.28µm
_0000_,5.26µm
_0470_,5.26µm
_1825_,5.26µm
_1925_,5.26µm
_1965_,5.26µm
_2167_,5.26µm
_2985_,5.26µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[0\],5.26µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[6\],5.26µm
net579,5.26µm
net742,5.26µm
net748,5.26µm
net788,5.26µm
net929,5.26µm
net953,5.26µm
net967,5.26µm
_1949_,5.255µm
_2385_,5.24µm
_2472_,5.24µm
net1073,5.225µm
_1332_,5.22µm
_1692_,5.22µm
_1847_,5.22µm
_2321_,5.22µm
_2481_,5.22µm
_2569_,5.22µm
_2693_,5.22µm
net528,5.22µm
net574,5.22µm
net593,5.22µm
net928,5.22µm
net938,5.22µm
net1053,5.22µm
_0423_,5.19µm
_0944_,5.165µm
_1444_,5.16µm
_2628_,5.16µm
net516,5.16µm
net578,5.16µm
net619,5.16µm
net673,5.16µm
net851,5.16µm
net877,5.16µm
net885,5.16µm
net942,5.16µm
net1022,5.16µm
_2161_,5.15µm
_0625_,5.14µm
_1853_,5.14µm
_2340_,5.14µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[1\],5.14µm
_1761_,5.12µm
_2401_,5.12µm
net663,5.12µm
net666,5.12µm
net669,5.12µm
net696,5.12µm
net711,5.12µm
net728,5.12µm
net739,5.12µm
net790,5.12µm
net818,5.12µm
net897,5.12µm
net904,5.12µm
net921,5.12µm
net943,5.12µm
net957,5.12µm
net981,5.12µm
net994,5.12µm
net995,5.12µm
_0247_,5.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[2\],5.1µm
_0526_,5.085µm
_0883_,5.085µm
_0915_,5.085µm
_1605_,5.08µm
_0283_,5.07µm
_0368_,5.07µm
_1118_,5.07µm
_0539_,5.065µm
_0858_,5.065µm
_2413_,5.06µm
_0653_,5.04µm
_0696_,5.04µm
_1013_,5.04µm
_1185_,5.04µm
_1190_,5.04µm
net688,5.04µm
_0684_,5.02µm
_1062_,5.02µm
_1514_,5.02µm
_1616_,5.02µm
pwm_inst.PWM1CFG_REG\[12\],5.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[5\],5.02µm
_0017_,5µm
_0021_,5µm
_0324_,5µm
_1575_,5µm
_2301_,5µm
_2567_,5µm
_2856_,5µm
net524,5µm
net930,5µm
net988,5µm
_0176_,4.99µm
_0288_,4.99µm
_1821_,4.94µm
_2204_,4.94µm
_2972_,4.94µm
_0027_,4.92µm
_0589_,4.92µm
_0804_,4.92µm
_1064_,4.92µm
_1116_,4.92µm
_1156_,4.92µm
_1910_,4.92µm
_2258_,4.92µm
_2318_,4.92µm
_2365_,4.92µm
_2461_,4.92µm
_2483_,4.92µm
_2521_,4.92µm
_2725_,4.92µm
_2896_,4.92µm
_2931_,4.92µm
_2970_,4.92µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[4\],4.92µm
_1941_,4.9µm
_2002_,4.9µm
_2033_,4.9µm
_0701_,4.88µm
_1008_,4.88µm
_1014_,4.88µm
_1015_,4.88µm
_1016_,4.88µm
_1044_,4.88µm
_1558_,4.88µm
_1560_,4.88µm
_1593_,4.88µm
_2364_,4.88µm
_2374_,4.88µm
_2533_,4.88µm
_2588_,4.88µm
_2719_,4.88µm
_2894_,4.88µm
pwm_inst.instance_to_wrap.pr_reg\[6\],4.88µm
net606,4.88µm
net613,4.88µm
_0060_,4.87µm
_0125_,4.87µm
_0289_,4.87µm
_0338_,4.87µm
_0412_,4.87µm
_2909_,4.86µm
_0529_,4.845µm
_0747_,4.845µm
_0833_,4.845µm
_0864_,4.845µm
_0874_,4.845µm
_1171_,4.845µm
_1176_,4.845µm
_0965_,4.825µm
_2009_,4.82µm
_2070_,4.82µm
_2105_,4.82µm
_2162_,4.82µm
_2955_,4.82µm
pwm_inst.instance_to_wrap.pr_reg\[3\],4.82µm
_0227_,4.8µm
_1277_,4.8µm
_1556_,4.8µm
_1729_,4.8µm
_1829_,4.8µm
_1850_,4.8µm
_2266_,4.8µm
_2297_,4.8µm
_2307_,4.8µm
_2351_,4.8µm
_2382_,4.8µm
_2384_,4.8µm
_2439_,4.8µm
_2577_,4.8µm
_2581_,4.8µm
_2617_,4.8µm
_2645_,4.8µm
_2700_,4.8µm
_2851_,4.8µm
pwm_inst.instance_to_wrap.pr_reg\[12\],4.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[5\],4.8µm
net636,4.8µm
net716,4.8µm
net838,4.8µm
net873,4.8µm
net889,4.8µm
net948,4.8µm
net972,4.8µm
net1009,4.8µm
net1016,4.8µm
_2503_,4.78µm
_0459_,4.76µm
_1600_,4.76µm
_1650_,4.76µm
_1701_,4.76µm
_2326_,4.76µm
_2376_,4.76µm
_2811_,4.76µm
_2855_,4.76µm
net783,4.76µm
net901,4.76µm
_0246_,4.73µm
_0251_,4.73µm
_0095_,4.71µm
_2389_,4.7µm
net704,4.7µm
net776,4.7µm
net777,4.7µm
net787,4.7µm
net809,4.7µm
net1061,4.7µm
_0351_,4.68µm
_1195_,4.68µm
_1339_,4.68µm
_1404_,4.68µm
_1415_,4.68µm
_2355_,4.68µm
_2419_,4.68µm
_2947_,4.68µm
net782,4.68µm
_1760_,4.66µm
_2600_,4.66µm
net648,4.66µm
net681,4.66µm
net747,4.66µm
net755,4.66µm
net756,4.66µm
net760,4.66µm
net847,4.66µm
net878,4.66µm
net935,4.66µm
net959,4.66µm
net1000,4.66µm
net1025,4.66µm
_0879_,4.625µm
_0918_,4.625µm
_1147_,4.625µm
_1165_,4.625µm
net653,4.625µm
_2469_,4.62µm
_0052_,4.61µm
_0159_,4.61µm
_0181_,4.61µm
_0448_,4.61µm
_0455_,4.61µm
_1061_,4.6µm
_1869_,4.6µm
_2191_,4.6µm
_2505_,4.6µm
_2841_,4.6µm
net621,4.6µm
net828,4.6µm
net954,4.6µm
net1027,4.6µm
_1249_,4.59µm
_0229_,4.58µm
_0656_,4.58µm
_2496_,4.58µm
_3002_,4.58µm
_0456_,4.56µm
_0461_,4.56µm
_0679_,4.56µm
_1056_,4.56µm
_1851_,4.56µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[5\],4.56µm
_0577_,4.54µm
_0618_,4.54µm
_0632_,4.54µm
_0638_,4.54µm
_2164_,4.54µm
_2345_,4.54µm
_0072_,4.53µm
_0139_,4.53µm
_0346_,4.51µm
_0948_,4.505µm
_0889_,4.485µm
_2142_,4.48µm
_2377_,4.48µm
_2994_,4.48µm
net538,4.48µm
_0594_,4.46µm
_0631_,4.46µm
_0643_,4.46µm
_0664_,4.46µm
_0665_,4.46µm
_0763_,4.46µm
_1100_,4.46µm
_1105_,4.46µm
_1212_,4.46µm
_1849_,4.46µm
_2341_,4.46µm
_2380_,4.46µm
_2454_,4.46µm
_2880_,4.46µm
net775,4.46µm
net860,4.46µm
_2787_,4.455µm
_2117_,4.45µm
_0693_,4.44µm
_1979_,4.44µm
_2000_,4.44µm
_2536_,4.44µm
_0165_,4.42µm
_0722_,4.42µm
_0800_,4.42µm
_1037_,4.42µm
_1297_,4.42µm
_1774_,4.42µm
_1984_,4.42µm
_1985_,4.42µm
_2559_,4.42µm
_2058_,4.4µm
_0511_,4.385µm
_0569_,4.385µm
_0868_,4.385µm
_0925_,4.385µm
_0932_,4.385µm
_1131_,4.385µm
_1132_,4.385µm
_1162_,4.385µm
_1981_,4.36µm
_2008_,4.36µm
_2148_,4.36µm
_2938_,4.36µm
_2944_,4.36µm
_0336_,4.34µm
_0783_,4.34µm
_1103_,4.34µm
_1177_,4.34µm
_1746_,4.34µm
_1835_,4.34µm
_2011_,4.34µm
_2249_,4.34µm
_2462_,4.34µm
_2467_,4.34µm
_2504_,4.34µm
_2530_,4.34µm
_2563_,4.34µm
_2672_,4.34µm
_2833_,4.34µm
_2906_,4.34µm
_2990_,4.34µm
pwm_inst.TMR_WIRE\[1\],4.34µm
net642,4.34µm
net726,4.34µm
net753,4.34µm
net833,4.34µm
net906,4.34µm
net975,4.34µm
_0654_,4.305µm
_0661_,4.305µm
_1181_,4.305µm
_0175_,4.27µm
_0457_,4.27µm
_1006_,4.265µm
_2434_,4.24µm
net725,4.24µm
net811,4.24µm
net824,4.24µm
net867,4.24µm
net955,4.24µm
_0313_,4.22µm
_0727_,4.22µm
_0728_,4.22µm
_0756_,4.22µm
_1033_,4.22µm
_2004_,4.22µm
net749,4.22µm
net844,4.22µm
_2236_,4.2µm
_2412_,4.2µm
net661,4.2µm
net764,4.2µm
net781,4.2µm
net846,4.2µm
net1014,4.2µm
_0571_,4.165µm
_0745_,4.165µm
_0819_,4.165µm
_0898_,4.165µm
_0087_,4.15µm
_0091_,4.15µm
_0301_,4.15µm
_0510_,4.145µm
_1966_,4.14µm
_2210_,4.14µm
_2490_,4.14µm
_2683_,4.14µm
_2713_,4.14µm
_3000_,4.14µm
net698,4.14µm
net710,4.14µm
net762,4.14µm
net1019,4.14µm
_0010_,4.12µm
_0037_,4.12µm
_0646_,4.12µm
_0657_,4.12µm
