net,length_um
net280,54.68µm
net330,54.52µm
uart_inst.RX_FIFO_LEVEL_WIRE\[3\],54.48µm
_1235_,54.4µm
_2229_,54.26µm
net578,54.22µm
_2864_,53.78µm
pwm_inst.TMR_WIRE\[11\],53.78µm
_2703_,53.74µm
net283,53.5µm
_1345_,53.34µm
pwm_inst.CMPX_REG\[10\],53.2µm
_2764_,52.88µm
_1381_,52.49µm
_2795_,52.42µm
uart_inst.PR_REG\[7\],52.22µm
pwm_inst.TMR_WIRE\[30\],51.88µm
uart_inst.IC_REG\[4\],51.665µm
dat_o\[2\]\[10\],51.48µm
_1766_,51.36µm
_1308_,51.32µm
_1696_,51.32µm
_1818_,51.24µm
_2158_,51.06µm
_1680_,50.5µm
_2660_,50.46µm
uart_inst.TX_FIFO_LEVEL_WIRE\[3\],50.415µm
_1874_,50.375µm
pwm_inst.CMPY_REG\[29\],50.21µm
pwm_inst.RELOAD_REG\[9\],50.18µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[0\],50.1µm
pwm_inst.CMPY_REG\[11\],49.935µm
_1958_,49.82µm
pwm_inst.PWMDT_REG\[1\],49.62µm
_1358_,49.605µm
pwm_inst.TMR_WIRE\[27\],49.44µm
uart_inst.RIS_REG\[3\],49.4µm
uart_inst.PR_REG\[1\],49.32µm
_1706_,49.24µm
uart_inst.TX_FIFO_FLUSH_REG,49.11µm
_2694_,49µm
uart_inst.RX_FIFO_LEVEL_WIRE\[1\],48.96µm
_1738_,48.74µm
_1621_,48.72µm
_2962_,48.72µm
clknet_leaf_47_wb_clk_i_regs,48.6µm
uart_inst.instance_to_wrap.uart_rx.current_state\[0\],48.43µm
_1620_,48.28µm
_1515_,48.16µm
_2045_,48.04µm
pwm_inst.CMPX_REG\[20\],47.92µm
_2217_,47.86µm
_2657_,47.86µm
_2553_,47.82µm
pwm_inst.instance_to_wrap.pwm0_inv,47.66µm
pwm_inst.CFG_REG\[0\],47.62µm
_2910_,47.56µm
uart_inst.instance_to_wrap.fifo_tx.w_ptr_reg\[0\],47.315µm
pwm_inst.PR_REG\[6\],47.28µm
_1871_,47.24µm
_1458_,47.22µm
_1274_,47.165µm
_1749_,47.16µm
_2757_,47.06µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[8\],47.06µm
uart_inst.MATCH_REG\[5\],46.84µm
pwm_inst.PWM0CFG_REG\[4\],46.82µm
_2762_,46.685µm
_2055_,46.62µm
_2768_,46.56µm
_2233_,46.36µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[1\],46.36µm
_1300_,46.02µm
pwm_inst.instance_to_wrap.pwm0_en,46µm
pwm_inst.CMPX_REG\[30\],45.9µm
_1546_,45.82µm
_2106_,45.76µm
uart_inst.RIS_REG\[5\],45.72µm
pwm_inst.PWM0CFG_REG\[6\],45.58µm
_2104_,45.4µm
_2958_,45.39µm
uart_inst.PR_REG\[6\],45.32µm
pwm_inst.CMPY_REG\[25\],45.26µm
net493,45.22µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[13\],44.98µm
pwm_inst.PWM0CFG_REG\[9\],44.89µm
uart_inst.instance_to_wrap.fifo_rx.w_ptr_reg\[1\],44.78µm
net560,44.74µm
uart_inst.RIS_REG\[9\],44.72µm
_2599_,44.64µm
_1699_,44.56µm
_2649_,44.56µm
pwm_inst.PWMFC_REG\[0\],44.54µm
_2855_,44.31µm
uart_inst.instance_to_wrap.fifo_rx.w_ptr_reg\[2\],44.24µm
_2781_,44.22µm
_1465_,44.02µm
_2015_,43.68µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[0\],43.54µm
_2802_,43.38µm
_2554_,43.2µm
net152,43.12µm
_1568_,42.86µm
net505,42.74µm
uart_inst.instance_to_wrap.uart_tx.current_state\[3\],42.68µm
_1281_,42.52µm
_2856_,42.3µm
pwm_inst.CMPY_REG\[26\],42.26µm
_1266_,42.215µm
_1758_,42.14µm
_1663_,41.9µm
_1902_,41.8µm
_2728_,41.6µm
_1510_,41.5µm
_1476_,41.46µm
uart_inst.PR_REG\[9\],41.34µm
_2621_,41.305µm
_1542_,41.28µm
_1953_,41.25µm
_1423_,41.01µm
uart_inst.instance_to_wrap.rx_glitch_filter.in,40.98µm
_1776_,40.96µm
_1790_,40.94µm
pwm_inst.CMPY_REG\[24\],40.82µm
_2964_,40.7µm
_1870_,40.6µm
uart_inst.instance_to_wrap.bits_count\[4\],40.54µm
net485,40.16µm
_1380_,40.14µm
_2903_,40.12µm
_2187_,40.06µm
pwm_inst.PR_REG\[15\],39.98µm
_1262_,39.88µm
_1356_,39.86µm
_1280_,39.74µm
pwm_inst.PWMFC_REG\[2\],39.74µm
_2788_,39.525µm
_1906_,39.4µm
_2578_,39.4µm
uart_inst.RIS_REG\[0\],39.4µm
_1276_,39.3µm
_2763_,39.12µm
pwm_inst.TMR_WIRE\[16\],39.08µm
_2738_,39.06µm
_1609_,38.98µm
_2607_,38.96µm
pwm_inst.TMR_WIRE\[12\],38.92µm
_1451_,38.86µm
_2751_,38.86µm
_2633_,38.7µm
_2071_,38.6µm
_1648_,38.54µm
_1914_,38.47µm
pwm_inst.PWMDT_REG\[4\],38.32µm
pwm_inst.PR_REG\[9\],38.24µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[0\],38.215µm
uart_inst.CFG_REG\[8\],38.13µm
_1478_,38.06µm
wbs_dat_i[30],38.04µm
uart_inst.instance_to_wrap.uart_rx.current_state\[3\],37.92µm
_1638_,37.9µm
uart_inst.RIS_REG\[7\],37.885µm
uart_inst.PR_REG\[0\],37.88µm
_1471_,37.775µm
pwm_inst.PWM0CFG_REG\[3\],37.74µm
uart_inst.IM_REG\[9\],37.74µm
_2177_,37.62µm
uart_inst.CFG_REG\[6\],37.62µm
_2237_,37.36µm
_1612_,37.325µm
uart_inst.instance_to_wrap.uart_rx.brk\[5\],37.19µm
_1504_,37.14µm
_1610_,37.12µm
_1243_,37.02µm
_2813_,36.82µm
_2654_,36.78µm
_1304_,36.68µm
_1448_,36.55µm
_1298_,36.38µm
_1934_,36.24µm
_2586_,36.22µm
_2585_,36.16µm
_1705_,36.06µm
_2842_,36.06µm
pwm_inst.TMR_WIRE\[9\],35.96µm
_1251_,35.8µm
_2815_,35.725µm
_2091_,35.7µm
_1661_,35.62µm
_2527_,35.58µm
uart_inst.IM_REG\[3\],35.32µm
uart_inst.instance_to_wrap.fifo_tx.w_ptr_reg\[1\],35.32µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[10\],35.29µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[2\],35.26µm
_1717_,35.22µm
_2595_,35.12µm
uart_inst.instance_to_wrap.uart_rx.current_state\[5\],35.06µm
_1685_,35.04µm
uart_inst.MATCH_REG\[3\],35.04µm
wbs_dat_i[29],34.94µm
_1897_,34.9µm
_2018_,34.8µm
_1660_,34.78µm
_1807_,34.76µm
_1468_,34.74µm
_2029_,34.68µm
_3020_,34.66µm
_2098_,34.64µm
_1522_,34.5µm
pwm_inst.PR_REG\[11\],34.38µm
_2973_,34.34µm
_1228_,34.26µm
_1744_,34.04µm
pwm_inst.CMPX_REG\[22\],33.96µm
_1711_,33.92µm
pwm_inst.CMPX_REG\[4\],33.88µm
_2590_,33.84µm
_1689_,33.6µm
_1901_,33.58µm
_2228_,33.54µm
_2918_,33.46µm
_2613_,33.44µm
_1677_,33.34µm
_1730_,33.34µm
_2151_,33.34µm
_2525_,33.32µm
_1802_,33.24µm
_1473_,33.08µm
_1588_,32.86µm
pwm_inst.PR_REG\[7\],32.7µm
_2524_,32.66µm
_1935_,32.625µm
_1395_,32.62µm
_1333_,32.59µm
_2736_,32.58µm
_2547_,32.56µm
uart_inst.RX_FIFO_THRESHOLD_REG\[3\],32.5µm
_1752_,32.42µm
_2716_,32.42µm
uart_inst.IM_REG\[0\],32.38µm
_1377_,32.3µm
_1923_,32.3µm
_2030_,32.28µm
_2914_,32.08µm
_1489_,32.04µm
_1999_,32µm
_2976_,32µm
_3009_,31.96µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[14\],31.76µm
_1421_,31.7µm
_2069_,31.66µm
_2053_,31.58µm
_2550_,31.52µm
_2062_,31.36µm
_1442_,31.21µm
pwm_inst.CMPX_REG\[24\],31.16µm
_1516_,31.14µm
_2960_,31.04µm
_1482_,31.02µm
pwm_inst.instance_to_wrap.pr_reg\[0\],30.97µm
uart_inst.RIS_REG\[6\],30.92µm
_2668_,30.88µm
_2724_,30.8µm
_1303_,30.78µm
_2812_,30.68µm
uart_inst.instance_to_wrap.fifo_tx.r_ptr_reg\[0\],30.665µm
_1794_,30.625µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[3\],30.62µm
_1412_,30.56µm
uart_inst.instance_to_wrap.uart_rx.brk\[8\],30.51µm
net47,30.5µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[6\],30.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[7\],30.42µm
_1617_,30.36µm
net473,30.36µm
_1724_,30.28µm
_2796_,30.2µm
pwm_inst.PWM1CFG_REG\[2\],30.145µm
_2791_,30.12µm
uart_inst.instance_to_wrap.samples_count\[4\],29.98µm
uart_inst.instance_to_wrap.uart_tx.current_state\[5\],29.92µm
_1446_,29.88µm
_1769_,29.82µm
_1782_,29.82µm
uart_inst.IM_REG\[2\],29.76µm
_2850_,29.72µm
_2605_,29.7µm
pwm_inst.PWM0CFG_REG\[2\],29.62µm
clknet_leaf_38_wb_clk_i_regs,29.62µm
_2227_,29.6µm
_1330_,29.58µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[7\],29.56µm
uart_inst.IM_REG\[1\],29.54µm
uart_inst.MATCH_REG\[1\],29.52µm
_1737_,29.44µm
_2245_,29.42µm
_2714_,29.32µm
_2869_,29.32µm
pwm_inst.RIS_REG\[0\],29.32µm
_2664_,29.2µm
uart_inst.instance_to_wrap.bits_count\[3\],29.16µm
pwm_inst.instance_to_wrap.dly_cntr\[1\],29.12µm
_2575_,29.06µm
clknet_leaf_36_wb_clk_i_regs,29µm
_2969_,28.9µm
_2278_,28.86µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[2\],28.72µm
_2609_,28.71µm
clknet_leaf_42_wb_clk_i_regs,28.7µm
_2667_,28.49µm
_1797_,28.44µm
uart_inst.instance_to_wrap.uart_tx.current_state\[1\],28.42µm
pwm_inst.instance_to_wrap.pwm_dt_en,28.405µm
_2640_,28.4µm
_2135_,28.38µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[1\],28.36µm
_2054_,28.3µm
_2552_,28.28µm
_2095_,28.24µm
pwm_inst.TMR_WIRE\[18\],28.22µm
_1434_,28.18µm
_1485_,28.16µm
pwm_inst.PWM1CFG_REG\[3\],27.96µm
_1341_,27.8µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[11\],27.8µm
_1376_,27.79µm
_1323_,27.74µm
wbs_dat_i[31],27.66µm
_2141_,27.58µm
uart_inst.TX_FIFO_THRESHOLD_REG\[3\],27.58µm
_2873_,27.56µm
pwm_inst.PWM0CFG_REG\[11\],27.56µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[12\],27.56µm
wbs_dat_i[27],27.5µm
_2107_,27.48µm
uart_inst.CFG_REG\[13\],27.47µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[2\],27.46µm
_1844_,27.44µm
pwm_inst.PWMDT_REG\[6\],27.44µm
_0044_,27.42µm
_1237_,27.4µm
uart_inst.TX_FIFO_THRESHOLD_REG\[2\],27.4µm
_2570_,27.36µm
pwm_inst.PWM0CFG_REG\[1\],27.34µm
_1500_,27.14µm
pwm_inst.PWMFC_REG\[4\],27.12µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[2\],27.045µm
_1247_,27.02µm
_2611_,26.98µm
pwm_inst.CMPY_REG\[2\],26.96µm
pwm_inst.PWM0CFG_REG\[5\],26.96µm
_2268_,26.9µm
_2775_,26.9µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[5\],26.82µm
wbs_adr_i[11],26.76µm
_1930_,26.74µm
wbs_dat_i[28],26.7µm
_1534_,26.64µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[6\],26.635µm
_1293_,26.62µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[0\],26.6µm
wbs_dat_i[25],26.5µm
_2240_,26.48µm
_1366_,26.36µm
wbs_dat_i[24],26.36µm
_2779_,26.3µm
_1506_,26.26µm
_2379_,26.26µm
pwm_inst.CMPX_REG\[31\],26.18µm
uart_inst.IM_REG\[6\],26.18µm
uart_inst.instance_to_wrap.uart_tx.current_state\[4\],26.18µm
net66,26.18µm
net564,26.18µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[4\],26.12µm
_3011_,26.1µm
_2174_,26.06µm
uart_inst.instance_to_wrap.bits_count\[1\],25.88µm
uart_inst.IC_REG\[6\],25.86µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[0\],25.86µm
_2388_,25.84µm
wbs_dat_i[0],25.82µm
uart_inst.instance_to_wrap.uart_rx.brk\[9\],25.79µm
_2087_,25.74µm
_2696_,25.74µm
_1519_,25.72µm
_2218_,25.64µm
pwm_inst.PR_REG\[8\],25.62µm
wbs_dat_i[11],25.36µm
_2075_,25.18µm
uart_inst.instance_to_wrap.uart_rx.brk\[4\],25.07µm
pwm_inst.PWM0CFG_REG\[10\],25.06µm
_2705_,25µm
_1929_,24.98µm
_1391_,24.9µm
_2051_,24.72µm
uart_inst.PR_REG\[3\],24.72µm
_1573_,24.715µm
pwm_inst.IM_REG\[2\],24.68µm
_1799_,24.655µm
_2086_,24.52µm
_2134_,24.5µm
_1328_,24.43µm
uart_inst.instance_to_wrap.samples_count\[2\],24.4µm
net643,24.38µm
_2089_,24.34µm
net64,24.34µm
uart_inst.instance_to_wrap.fifo_tx.r_ptr_reg\[1\],24.25µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[8\],24.24µm
_2770_,24.2µm
_1477_,24.12µm
pwm_inst.PR_REG\[12\],24.1µm
_3016_,24.06µm
_1613_,24.02µm
uart_inst.RIS_REG\[8\],24.01µm
_1315_,23.98µm
_2677_,23.96µm
pwm_inst.CMPX_REG\[7\],23.96µm
uart_inst.IC_REG\[1\],23.9µm
_1584_,23.82µm
pwm_inst.TMR_WIRE\[13\],23.8µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[5\],23.8µm
_2689_,23.76µm
pwm_inst.instance_to_wrap.dly_cntr\[7\],23.66µm
_1824_,23.64µm
_1960_,23.6µm
_2206_,23.5µm
pwm_inst.PWM0CFG_REG\[7\],23.5µm
net62,23.46µm
uart_inst.RX_FIFO_THRESHOLD_REG\[1\],23.44µm
pwm_inst.IC_REG\[1\],23.42µm
pwm_inst.RIS_REG\[1\],23.42µm
_1424_,23.38µm
uart_inst.instance_to_wrap.samples_count\[0\],23.325µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[6\],23.16µm
net63,23.14µm
_2060_,23.08µm
_1721_,23.06µm
_1812_,23.02µm
_2066_,22.98µm
_2579_,22.94µm
wbs_dat_i[6],22.94µm
_2468_,22.92µm
_1622_,22.88µm
_1368_,22.86µm
_2661_,22.84µm
pwm_inst.CMPY_REG\[22\],22.78µm
pwm_inst.PWM0CFG_REG\[0\],22.78µm
pwm_inst.CMPX_REG\[12\],22.74µm
_2463_,22.7µm
uart_inst.MATCH_REG\[2\],22.68µm
uart_inst.instance_to_wrap.uart_rx.brk\[3\],22.61µm
wbs_adr_i[15],22.6µm
pwm_inst.instance_to_wrap.dly_cntr\[6\],22.58µm
_1586_,22.56µm
uart_inst.IC_REG\[5\],22.54µm
uart_inst.instance_to_wrap.bits_count\[0\],22.54µm
pwm_inst.PWM1CFG_REG\[0\],22.52µm
_1428_,22.51µm
_1576_,22.4µm
_1894_,22.4µm
pwm_inst.PWMDT_REG\[5\],22.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[6\],22.365µm
wbs_adr_i[16],22.36µm
_1801_,22.34µm
_1512_,22.3µm
pwm_inst.CMPY_REG\[21\],22.3µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[9\],22.3µm
uart_inst.PR_REG\[5\],22.26µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[3\],22.26µm
_1567_,22.22µm
wbs_dat_i[12],22.18µm
_2821_,22.16µm
wbs_adr_i[14],22.16µm
_2691_,22.14µm
clknet_leaf_37_wb_clk_i_regs,22µm
_2122_,21.92µm
pwm_inst.instance_to_wrap.dly_cntr\[2\],21.92µm
net621,21.905µm
_1320_,21.86µm
uart_inst.instance_to_wrap.uart_rx.brk\[0\],21.85µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[1\],21.795µm
wbs_dat_i[3],21.68µm
_3003_,21.64µm
_1523_,21.6µm
uart_inst.instance_to_wrap.samples_count\[3\],21.58µm
_1775_,21.54µm
uart_inst.IC_REG\[2\],21.54µm
uart_inst.IM_REG\[8\],21.52µm
uart_inst.instance_to_wrap.uart_rx.count_reg\[2\],21.48µm
_2534_,21.38µm
_2646_,21.38µm
pwm_inst.instance_to_wrap.dly_cntr\[0\],21.38µm
wbs_adr_i[8],21.36µm
wbs_adr_i[9],21.36µm
wbs_dat_i[5],21.36µm
_1582_,21.325µm
dat_o\[2\]\[2\],21.32µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[2\],21.3µm
_2571_,21.28µm
_2816_,21.265µm
_2833_,21.26µm
uart_inst.TX_FIFO_THRESHOLD_REG\[1\],21.26µm
_1346_,21.2µm
_2257_,21.2µm
_2644_,21.2µm
_2345_,21.115µm
uart_inst.IC_REG\[3\],20.96µm
_1505_,20.92µm
_2149_,20.92µm
_2212_,20.92µm
uart_inst.IM_REG\[4\],20.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[1\],20.9µm
_1590_,20.88µm
wbs_dat_i[26],20.84µm
_2537_,20.8µm
net486,20.8µm
net494,20.8µm
_2183_,20.78µm
_2182_,20.71µm
_2047_,20.7µm
_1503_,20.68µm
_2604_,20.64µm
uart_inst.instance_to_wrap.uart_tx.count_reg\[3\],20.6µm
_1230_,20.58µm
pwm_inst.IM_REG\[0\],20.58µm
_2819_,20.54µm
_1238_,20.53µm
_2274_,20.5µm
pwm_inst.PR_REG\[1\],20.34µm
_1543_,20.3µm
_1589_,20.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[0\],20.24µm
net507,20.22µm
_2566_,20.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[6\],20.185µm
_1628_,20.17µm
_1939_,20.14µm
_1624_,20.12µm
uart_inst.IC_REG\[7\],20.12µm
uart_inst.instance_to_wrap.uart_rx.brk\[1\],20.06µm
_2148_,20µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[1\],20µm
uart_inst.instance_to_wrap.uart_tx.current_state\[2\],19.98µm
_1533_,19.96µm
net461,19.94µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[6\],19.9µm
_1645_,19.88µm
uart_inst.PR_REG\[11\],19.88µm
_1273_,19.82µm
uart_inst.MATCH_REG\[0\],19.78µm
_1354_,19.76µm
_1520_,19.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[8\],19.74µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[0\],19.7µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[0\],19.68µm
pwm_inst.PWMFC_REG\[1\],19.66µm
wbs_dat_i[8],19.64µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[3\],19.6µm
uart_inst.RIS_REG\[1\],19.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[0\],19.58µm
_2083_,19.54µm
_2628_,19.54µm
_1875_,19.44µm
wbs_adr_i[19],19.42µm
_1996_,19.4µm
pwm_inst.instance_to_wrap.tmr_run,19.36µm
_2338_,19.34µm
_2193_,19.32µm
net668,19.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[8\],19.28µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[1\],19.22µm
_2538_,19.16µm
net1046,19.14µm
_2244_,19.08µm
_1632_,19.07µm
pwm_inst.CMPX_REG\[1\],19.06µm
_3027_,19.04µm
_1895_,19.02µm
_1425_,18.88µm
uart_inst.IM_REG\[5\],18.785µm
wbs_dat_o[13],18.72µm
_1742_,18.64µm
_1508_,18.6µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[1\],18.56µm
_1527_,18.54µm
_1585_,18.52µm
wbs_adr_i[10],18.5µm
_2094_,18.46µm
_1474_,18.45µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[8\],18.44µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[5\],18.44µm
uart_inst.instance_to_wrap.uart_rx.current_state\[1\],18.44µm
_2385_,18.42µm
_2730_,18.4µm
pwm_inst.RIS_REG\[2\],18.4µm
uart_inst.PR_REG\[2\],18.4µm
_1413_,18.38µm
_2620_,18.34µm
uart_inst.RIS_REG\[2\],18.32µm
clknet_leaf_41_wb_clk_i_regs,18.32µm
wbs_dat_o[28],18.26µm
pwm_inst.PWMFC_REG\[13\],18.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[1\],18.24µm
_1872_,18.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[2\],18.12µm
wbs_dat_i[15],18.12µm
_1369_,18.06µm
uart_inst.instance_to_wrap.bits_count\[5\],18.06µm
_1372_,18.02µm
_2746_,17.94µm
_2826_,17.92µm
_1912_,17.9µm
wbs_we_i,17.88µm
wbs_dat_i[10],17.8µm
wbs_dat_i[4],17.8µm
pwm_inst.CMPY_REG\[7\],17.78µm
_1393_,17.74µm
pwm_inst.PWMFC_REG\[14\],17.74µm
pwm_inst.CMPY_REG\[31\],17.72µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[6\],17.72µm
_1754_,17.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[7\],17.68µm
pwm_inst.instance_to_wrap.pr_reg\[7\],17.56µm
pwm_inst.CMPY_REG\[30\],17.5µm
wbs_dat_i[13],17.5µm
net1011,17.5µm
net562,17.48µm
_1917_,17.44µm
pwm_inst.PWM1CFG_REG\[14\],17.42µm
net1024,17.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[6\],17.38µm
_1903_,17.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[8\],17.3µm
_1418_,17.24µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[3\],17.2µm
wbs_adr_i[7],17.2µm
pwm_inst.PWMFC_REG\[8\],17.18µm
_2052_,17.04µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[1\],16.92µm
_2629_,16.9µm
net571,16.9µm
wbs_dat_o[17],16.88µm
_1427_,16.86µm
pwm_inst.PWMDT_REG\[0\],16.86µm
_1809_,16.84µm
uart_inst.RX_FIFO_THRESHOLD_REG\[0\],16.84µm
_1971_,16.82µm
_2560_,16.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[8\],16.8µm
uart_inst.instance_to_wrap.uart_tx.b_reg\[2\],16.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[6\],16.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[0\],16.7µm
_3023_,16.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[5\],16.6µm
uart_inst.PR_REG\[13\],16.56µm
_1672_,16.5µm
_2559_,16.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[0\],16.49µm
_1521_,16.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[1\],16.48µm
_1219_,16.44µm
_1443_,16.44µm
_2671_,16.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[5\],16.44µm
net569,16.36µm
uart_inst.CFG_REG\[12\],16.35µm
_1288_,16.34µm
_3013_,16.34µm
pwm_inst.PWMFC_REG\[15\],16.32µm
_1488_,16.3µm
_1739_,16.3µm
pwm_inst.PWM1CFG_REG\[5\],16.3µm
_1731_,16.28µm
_2829_,16.26µm
wbs_dat_i[14],16.24µm
_0032_,16.22µm
_1997_,16.22µm
_2016_,16.22µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[3\],16.22µm
net577,16.22µm
_1245_,16.21µm
_0645_,16.2µm
wbs_dat_i[9],16.2µm
_1524_,16.16µm
_2314_,16.14µm
pwm_inst.PWM1CFG_REG\[13\],16.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[1\],16.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[6\],16.14µm
_2731_,16.06µm
net553,16.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[4\],16.02µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[7\],16.02µm
pwm_inst.instance_to_wrap.pr_reg\[4\],15.98µm
_1487_,15.96µm
uart_inst.instance_to_wrap.fifo_rx.empty,15.9µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[15\],15.88µm
_2283_,15.84µm
wbs_adr_i[13],15.84µm
_1388_,15.82µm
_1399_,15.82µm
_1581_,15.8µm
net65,15.8µm
_1481_,15.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[8\],15.765µm
_2551_,15.76µm
_1861_,15.74µm
ack\[0\],15.74µm
_2185_,15.72µm
net456,15.72µm
_2824_,15.64µm
_2846_,15.58µm
_2072_,15.54µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[3\],15.54µm
wbs_dat_o[6],15.5µm
_2093_,15.48µm
pwm_inst.PWM1CFG_REG\[4\],15.48µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[5\],15.44µm
_2215_,15.42µm
net251,15.42µm
_1789_,15.38µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[2\],15.38µm
net566,15.38µm
_1409_,15.36µm
_2088_,15.34µm
wbs_dat_o[2],15.28µm
_1631_,15.22µm
_1859_,15.22µm
_0047_,15.21µm
wbs_dat_i[20],15.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[4\],15.18µm
_0511_,15.045µm
_1963_,15.04µm
wbs_dat_o[21],15.04µm
_0006_,15.02µm
_1701_,15.02µm
_2080_,15.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[2\],15.02µm
_1365_,14.96µm
_2211_,14.94µm
uart_inst.PR_REG\[10\],14.94µm
net725,14.92µm
_1486_,14.88µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[7\],14.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[3\],14.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[4\],14.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[2\],14.845µm
_1475_,14.82µm
_2081_,14.78µm
wbs_adr_i[31],14.78µm
_1633_,14.76µm
_2742_,14.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[2\],14.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[5\],14.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[3\],14.73µm
uart_inst.instance_to_wrap.uart_rx.current_state\[4\],14.72µm
_2324_,14.7µm
wbs_adr_i[6],14.7µm
_2082_,14.66µm
wbs_dat_o[15],14.66µm
wbs_dat_o[7],14.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[3\],14.6µm
wbs_dat_i[22],14.58µm
