net,length_um
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[8\],7.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[7\],7.66µm
uart_inst.instance_to_wrap.samples_count\[1\],7.66µm
_0887_,7.64µm
_1255_,7.64µm
_1723_,7.64µm
_1781_,7.64µm
_2146_,7.64µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[3\],7.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[5\],7.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[3\],7.64µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[2\],7.64µm
_1314_,7.61µm
_2476_,7.6µm
_2514_,7.6µm
_2935_,7.6µm
_2287_,7.58µm
_2371_,7.58µm
_0771_,7.56µm
_0781_,7.56µm
_1061_,7.56µm
_1318_,7.56µm
_1547_,7.56µm
_2310_,7.56µm
_2365_,7.56µm
_2504_,7.56µm
_2618_,7.56µm
_2678_,7.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[3\],7.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[4\],7.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[6\],7.56µm
net575,7.56µm
net609,7.56µm
net629,7.56µm
net655,7.56µm
net685,7.56µm
net741,7.56µm
_2426_,7.54µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[3\],7.54µm
_1407_,7.52µm
_1704_,7.52µm
_1940_,7.52µm
_2223_,7.52µm
pwm_inst.PWMFC_REG\[6\],7.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[7\],7.52µm
net499,7.52µm
net724,7.52µm
_2352_,7.5µm
_2879_,7.48µm
net606,7.48µm
_1364_,7.46µm
net690,7.46µm
net838,7.46µm
_2035_,7.44µm
_2340_,7.44µm
_2454_,7.44µm
pwm_inst.instance_to_wrap.pr_reg\[9\],7.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[3\],7.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[2\],7.44µm
_2936_,7.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[5\],7.41µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[3\],7.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[7\],7.4µm
net884,7.4µm
_0851_,7.385µm
_2393_,7.38µm
net853,7.38µm
_1869_,7.36µm
net812,7.36µm
_0604_,7.34µm
_2362_,7.34µm
_1936_,7.33µm
_1050_,7.32µm
_1106_,7.32µm
_1277_,7.32µm
_1646_,7.32µm
_1919_,7.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[8\],7.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[3\],7.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[1\],7.3µm
_1900_,7.28µm
_1226_,7.27µm
_2793_,7.26µm
_0068_,7.25µm
_2406_,7.24µm
_2610_,7.24µm
net476,7.24µm
net586,7.24µm
_0020_,7.22µm
_0980_,7.22µm
_1311_,7.22µm
_2050_,7.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[7\],7.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[6\],7.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[7\],7.22µm
net76,7.22µm
_1816_,7.2µm
_2170_,7.2µm
_2755_,7.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[7\],7.2µm
_0721_,7.18µm
_0798_,7.18µm
_0803_,7.18µm
_1008_,7.18µm
_1093_,7.18µm
_1748_,7.18µm
_2165_,7.18µm
_2415_,7.18µm
_0520_,7.165µm
_0870_,7.145µm
_0957_,7.105µm
_0676_,7.1µm
_0811_,7.1µm
_1030_,7.1µm
_1209_,7.1µm
_1764_,7.1µm
_1944_,7.1µm
_2798_,7.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[7\],7.1µm
net982,7.1µm
_1075_,7.065µm
_1334_,7.06µm
_1343_,7.06µm
_1845_,7.06µm
_2061_,7.06µm
_2505_,7.06µm
_2529_,7.06µm
_2725_,7.06µm
net810,7.06µm
net973,7.06µm
_0525_,7.045µm
_1123_,7.045µm
_2734_,7.04µm
_2735_,7.04µm
_2786_,7.04µm
_0731_,7.025µm
_2774_,7µm
net532,7µm
_1229_,6.98µm
_1490_,6.98µm
_2347_,6.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[8\],6.98µm
_1059_,6.96µm
_1684_,6.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[8\],6.96µm
net735,6.96µm
net854,6.96µm
net874,6.96µm
net987,6.96µm
_0202_,6.94µm
_2457_,6.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[0\],6.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[1\],6.94µm
_0539_,6.925µm
_0848_,6.925µm
_1795_,6.925µm
_1392_,6.9µm
net1030,6.9µm
_0880_,6.885µm
_0031_,6.88µm
_0643_,6.88µm
_1049_,6.88µm
_2823_,6.88µm
_1728_,6.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[8\],6.86µm
net706,6.86µm
net864,6.86µm
_1029_,6.84µm
_2293_,6.84µm
_2471_,6.84µm
net506,6.84µm
_0862_,6.825µm
_0869_,6.825µm
_0876_,6.825µm
_0928_,6.825µm
_0936_,6.825µm
_2277_,6.82µm
pwm_inst.PWM1CFG_REG\[15\],6.82µm
_2997_,6.78µm
_1383_,6.76µm
_1770_,6.76µm
_2631_,6.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[7\],6.76µm
net986,6.76µm
_2253_,6.74µm
_2295_,6.74µm
_2328_,6.74µm
_2458_,6.74µm
_2510_,6.74µm
_1431_,6.735µm
_1152_,6.72µm
_1675_,6.72µm
_1676_,6.72µm
_1678_,6.72µm
_1747_,6.72µm
_1904_,6.72µm
_2979_,6.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[2\],6.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[1\],6.72µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[3\],6.72µm
net678,6.72µm
_0178_,6.71µm
_0521_,6.705µm
_0565_,6.705µm
_0736_,6.705µm
_0933_,6.705µm
_0943_,6.705µm
_1132_,6.705µm
_1139_,6.705µm
_2037_,6.7µm
_2929_,6.7µm
_1129_,6.685µm
_1977_,6.66µm
_1064_,6.64µm
_1095_,6.64µm
_1976_,6.64µm
_2294_,6.64µm
_2316_,6.64µm
_2488_,6.64µm
pwm_inst.PWMFC_REG\[9\],6.64µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[7\],6.64µm
net663,6.64µm
net765,6.64µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[7\],6.62µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[5\],6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[3\],6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[2\],6.62µm
_0804_,6.6µm
_2408_,6.6µm
_2665_,6.6µm
_2907_,6.6µm
_2995_,6.6µm
net697,6.6µm
net719,6.6µm
net867,6.6µm
net891,6.6µm
net901,6.6µm
net941,6.6µm
_1598_,6.58µm
_1941_,6.565µm
_0930_,6.545µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[3\],6.54µm
net753,6.54µm
net977,6.54µm
_0528_,6.525µm
_0415_,6.52µm
_1313_,6.52µm
_1703_,6.52µm
_2418_,6.52µm
_2485_,6.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[8\],6.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[0\],6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[8\],6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[2\],6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[5\],6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[6\],6.52µm
net645,6.52µm
net897,6.52µm
net1004,6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[8\],6.515µm
_2522_,6.5µm
net830,6.5µm
net898,6.5µm
net927,6.5µm
_0192_,6.48µm
_1674_,6.48µm
_1945_,6.48µm
_2425_,6.48µm
_2717_,6.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[6\],6.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[3\],6.48µm
_0654_,6.465µm
_2102_,6.46µm
_2643_,6.44µm
net644,6.44µm
_0618_,6.42µm
_1080_,6.42µm
_1186_,6.42µm
net889,6.42µm
_0213_,6.4µm
_0609_,6.4µm
_0760_,6.4µm
_1117_,6.4µm
_2096_,6.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[0\],6.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[6\],6.4µm
_0678_,6.38µm
_2301_,6.38µm
_2423_,6.38µm
net1042,6.38µm
_0151_,6.37µm
_0297_,6.37µm
_0458_,6.37µm
_0512_,6.365µm
_0527_,6.365µm
_0534_,6.365µm
_0559_,6.365µm
_0571_,6.365µm
_0744_,6.365µm
_0813_,6.365µm
_0820_,6.365µm
_0826_,6.365µm
_0838_,6.365µm
_0844_,6.365µm
_0859_,6.365µm
_0864_,6.365µm
_0865_,6.365µm
_0877_,6.365µm
_0896_,6.365µm
_0918_,6.365µm
_0942_,6.365µm
_0970_,6.365µm
_0971_,6.365µm
_1002_,6.365µm
_1003_,6.365µm
_1124_,6.365µm
_1142_,6.365µm
_1352_,6.36µm
_1514_,6.36µm
_2226_,6.36µm
_0977_,6.3µm
_2466_,6.3µm
_2625_,6.3µm
_2697_,6.3µm
_2832_,6.3µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[0\],6.3µm
net639,6.3µm
_2528_,6.29µm
_0114_,6.28µm
_1258_,6.28µm
_2136_,6.28µm
_2247_,6.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[3\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[6\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[0\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[5\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[8\],6.28µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[5\],6.28µm
_0665_,6.26µm
_0688_,6.26µm
_2349_,6.26µm
_2395_,6.26µm
_2715_,6.26µm
_2830_,6.26µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[6\],6.26µm
net607,6.26µm
net777,6.26µm
pwm_inst.PWM1CFG_REG\[8\],6.24µm
net453,6.24µm
_0543_,6.225µm
_0871_,6.225µm
_0953_,6.225µm
_1242_,6.22µm
_0325_,6.21µm
_2085_,6.2µm
_2919_,6.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[4\],6.2µm
_0583_,6.18µm
_0651_,6.18µm
_0690_,6.18µm
_1306_,6.18µm
_2323_,6.18µm
_2360_,6.18µm
_2443_,6.18µm
_2876_,6.18µm
_2926_,6.18µm
_2985_,6.18µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[0\],6.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[6\],6.18µm
net906,6.18µm
_0644_,6.16µm
_2370_,6.155µm
_1938_,6.14µm
_2021_,6.14µm
_2201_,6.14µm
_2376_,6.14µm
_2396_,6.14µm
_2508_,6.14µm
_2556_,6.14µm
_2636_,6.14µm
_2777_,6.14µm
net649,6.14µm
net650,6.14µm
net722,6.14µm
net803,6.14µm
net862,6.14µm
net905,6.14µm
net909,6.14µm
net925,6.14µm
net937,6.14µm
net951,6.14µm
net968,6.14µm
net1009,6.14µm
_0858_,6.105µm
_1946_,6.08µm
net642,6.08µm
net647,6.08µm
net691,6.08µm
net718,6.08µm
_0868_,6.065µm
_0426_,6.06µm
_1180_,6.06µm
_1389_,6.06µm
_2311_,6.06µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[1\],6.06µm
net667,6.06µm
net684,6.06µm
net702,6.06µm
net793,6.06µm
_1761_,6.04µm
pwm_inst.PWM1CFG_REG\[9\],6.04µm
net632,6.04µm
net661,6.04µm
net739,6.04µm
net922,6.04µm
net957,6.04µm
net967,6.04µm
_0814_,6.005µm
_0901_,6.005µm
_1931_,5.98µm
pwm_inst.instance_to_wrap.pwm1_inv,5.98µm
_0298_,5.96µm
_0589_,5.96µm
_0655_,5.96µm
_0785_,5.96µm
_0995_,5.96µm
_1084_,5.96µm
_1154_,5.96µm
_2167_,5.96µm
_2413_,5.96µm
_2584_,5.96µm
_2711_,5.95µm
_0659_,5.94µm
_1221_,5.94µm
_1287_,5.94µm
pwm_inst.PWMFC_REG\[7\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[6\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[4\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[8\],5.94µm
_0593_,5.92µm
_2532_,5.92µm
_2720_,5.92µm
_0057_,5.91µm
_0154_,5.91µm
_0162_,5.91µm
_0258_,5.91µm
_0278_,5.91µm
_0283_,5.91µm
_0286_,5.91µm
_0336_,5.91µm
_0421_,5.91µm
_0457_,5.91µm
_0459_,5.91µm
_0841_,5.865µm
_1120_,5.86µm
_1993_,5.86µm
_2429_,5.86µm
_2473_,5.86µm
_2956_,5.86µm
_2207_,5.85µm
_0931_,5.845µm
_0653_,5.84µm
_0711_,5.84µm
_0981_,5.84µm
_1204_,5.84µm
_1207_,5.84µm
_1492_,5.84µm
_1578_,5.84µm
_1921_,5.84µm
_2342_,5.84µm
_2531_,5.84µm
_2535_,5.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[1\],5.84µm
net543,5.84µm
net1045,5.84µm
net1050,5.84µm
net1060,5.84µm
_0038_,5.82µm
_0082_,5.82µm
_0254_,5.82µm
_0719_,5.82µm
_1282_,5.82µm
net754,5.82µm
_2721_,5.805µm
_0023_,5.8µm
_0794_,5.8µm
_1014_,5.8µm
_1557_,5.8µm
_1743_,5.8µm
_1755_,5.8µm
_2275_,5.8µm
_2327_,5.8µm
_2439_,5.8µm
_2767_,5.8µm
_2776_,5.8µm
_2890_,5.8µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[6\],5.8µm
net612,5.8µm
_0256_,5.77µm
_0465_,5.77µm
_0515_,5.765µm
_0522_,5.765µm
_0563_,5.765µm
_0846_,5.765µm
_1367_,5.74µm
_1864_,5.74µm
_2280_,5.74µm
_2921_,5.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[4\],5.74µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[1\],5.74µm
net845,5.74µm
_0029_,5.72µm
_1445_,5.72µm
_1540_,5.72µm
_1783_,5.72µm
_1866_,5.72µm
_2068_,5.72µm
_2272_,5.72µm
_2383_,5.72µm
_2496_,5.72µm
_2666_,5.72µm
_2906_,5.72µm
_2957_,5.72µm
_2989_,5.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[5\],5.72µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[8\],5.72µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[0\],5.72µm
net533,5.72µm
net552,5.72µm
net751,5.72µm
net790,5.72µm
net850,5.72µm
net933,5.72µm
net965,5.72µm
_0622_,5.685µm
_1671_,5.68µm
_1937_,5.68µm
_2330_,5.68µm
_2399_,5.68µm
_2805_,5.68µm
net675,5.68µm
net716,5.68µm
_0556_,5.645µm
_0626_,5.645µm
_0932_,5.645µm
_0951_,5.645µm
_1141_,5.645µm
_2515_,5.62µm
net489,5.62µm
net787,5.62µm
_1004_,5.605µm
_0730_,5.6µm
_1881_,5.6µm
_2119_,5.6µm
_2296_,5.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[3\],5.6µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[8\],5.6µm
net797,5.6µm
net1052,5.6µm
_1647_,5.58µm
_2321_,5.58µm
_2517_,5.58µm
net603,5.58µm
net616,5.58µm
net622,5.58µm
net689,5.58µm
net708,5.58µm
net784,5.58µm
net833,5.58µm
net842,5.58µm
net852,5.58µm
net855,5.58µm
net924,5.58µm
net953,5.58µm
net985,5.58µm
_0166_,5.56µm
_0237_,5.56µm
_0320_,5.56µm
_1044_,5.56µm
_0532_,5.545µm
_0552_,5.525µm
_2492_,5.52µm
net561,5.52µm
net846,5.52µm
net1061,5.52µm
_1992_,5.515µm
_0824_,5.505µm
_1094_,5.5µm
_2778_,5.5µm
net949,5.5µm
_1118_,5.48µm
_1734_,5.48µm
_2264_,5.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[5\],5.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[1\],5.48µm
_0917_,5.475µm
_0704_,5.46µm
_0994_,5.46µm
_1760_,5.46µm
_2313_,5.46µm
_0478_,5.44µm
_1884_,5.44µm
_2748_,5.44µm
_0170_,5.43µm
_0835_,5.425µm
_0042_,5.4µm
_1357_,5.4µm
_1910_,5.4µm
_2437_,5.4µm
_2848_,5.4µm
_0578_,5.38µm
_0673_,5.38µm
_0684_,5.38µm
_0984_,5.38µm
_0996_,5.38µm
_1103_,5.38µm
_1192_,5.38µm
_1347_,5.38µm
_1599_,5.38µm
_1834_,5.38µm
_2374_,5.38µm
_2480_,5.38µm
_2516_,5.38µm
_2526_,5.38µm
_2863_,5.38µm
pwm_inst.PWM1CFG_REG\[10\],5.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[2\],5.38µm
_1236_,5.36µm
_2414_,5.36µm
_2766_,5.36µm
_0587_,5.34µm
_0663_,5.34µm
_1015_,5.34µm
_1203_,5.34µm
_1681_,5.34µm
_1720_,5.34µm
_1909_,5.34µm
_2049_,5.34µm
_2164_,5.34µm
_2325_,5.34µm
_2359_,5.34µm
_2523_,5.34µm
_2719_,5.34µm
_2883_,5.34µm
_2950_,5.34µm
net478,5.34µm
net548,5.34µm
net683,5.34µm
net1048,5.34µm
_0060_,5.33µm
_0301_,5.33µm
_0411_,5.33µm
_0554_,5.305µm
_0557_,5.305µm
_0940_,5.305µm
_1126_,5.305µm
_1176_,5.305µm
_0172_,5.29µm
_2955_,5.28µm
_2959_,5.28µm
pwm_inst.instance_to_wrap.pr_reg\[3\],5.28µm
_0028_,5.26µm
_0611_,5.26µm
_1635_,5.26µm
_1925_,5.26µm
_1987_,5.26µm
_2011_,5.26µm
_2447_,5.26µm
_2617_,5.26µm
net627,5.26µm
net646,5.26µm
net659,5.26µm
net743,5.26µm
net807,5.26µm
net910,5.26µm
_0993_,5.24µm
_1858_,5.24µm
net579,5.225µm
_1554_,5.22µm
_1556_,5.22µm
_1596_,5.22µm
_1985_,5.22µm
_2036_,5.22µm
_2221_,5.22µm
_2375_,5.22µm
_2947_,5.22µm
net872,5.22µm
net893,5.22µm
_0112_,5.21µm
_0473_,5.19µm
_0548_,5.185µm
_0630_,5.185µm
_0948_,5.185µm
net945,5.16µm
net975,5.16µm
_0463_,5.14µm
_1353_,5.14µm
_1470_,5.14µm
_1850_,5.14µm
_2754_,5.14µm
net792,5.14µm
net880,5.14µm
net895,5.14µm
net948,5.14µm
_1656_,5.12µm
_2369_,5.12µm
_2428_,5.12µm
_2441_,5.12µm
net604,5.12µm
net615,5.12µm
net652,5.12µm
net653,5.12µm
net671,5.12µm
net701,5.12µm
net720,5.12µm
net755,5.12µm
net768,5.12µm
net769,5.12µm
net789,5.12µm
net801,5.12µm
net804,5.12µm
net871,5.12µm
net894,5.12µm
net916,5.12µm
_0277_,5.1µm
_0288_,5.1µm
_0492_,5.1µm
_0586_,5.1µm
net550,5.1µm
_0827_,5.085µm
_0866_,5.085µm
_0938_,5.085µm
_1163_,5.085µm
_1220_,5.08µm
_0077_,5.07µm
_0196_,5.07µm
_0354_,5.07µm
_2459_,5.06µm
_2750_,5.06µm
_2248_,5.05µm
_0005_,5.04µm
_0793_,5.04µm
_0797_,5.04µm
_0978_,5.04µm
_1055_,5.04µm
_1150_,5.04µm
net992,5.04µm
_0625_,5.025µm
_1017_,5.025µm
_0197_,5.02µm
_0712_,5.02µm
_0795_,5.02µm
_1820_,5.02µm
uart_inst.instance_to_wrap.bits_count\[2\],5.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[0\],5.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[2\],5.02µm
_0045_,5µm
_0307_,5µm
_0792_,5µm
_1112_,5µm
_1119_,5µm
_2810_,5µm
_0163_,4.99µm
_0367_,4.99µm
_0849_,4.965µm
_0285_,4.95µm
_0738_,4.945µm
_0886_,4.94µm
_0890_,4.94µm
_1063_,4.94µm
_1321_,4.94µm
_1926_,4.94µm
_2387_,4.94µm
_0010_,4.92µm
_0629_,4.92µm
_0637_,4.92µm
_1012_,4.92µm
_1038_,4.92µm
_1039_,4.92µm
_1157_,4.92µm
_1962_,4.92µm
_2033_,4.92µm
_2200_,4.92µm
_2397_,4.92µm
_2511_,4.92µm
_2622_,4.92µm
_2624_,4.92µm
_2808_,4.92µm
_2838_,4.92µm
_2937_,4.92µm
net488,4.92µm
net546,4.92µm
net1040,4.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[0\],4.9µm
_0667_,4.88µm
_0686_,4.88µm
_0706_,4.88µm
_1495_,4.88µm
_1555_,4.88µm
_1603_,4.88µm
_1726_,4.88µm
_1983_,4.88µm
_2307_,4.88µm
_2424_,4.88µm
_2512_,4.88µm
_2836_,4.88µm
_2896_,4.88µm
net515,4.88µm
net589,4.88µm
net594,4.88µm
net602,4.88µm
net954,4.88µm
_0130_,4.87µm
_0226_,4.87µm
_0300_,4.87µm
_0412_,4.87µm
_0073_,4.85µm
_0562_,4.845µm
_0914_,4.845µm
_0959_,4.845µm
_0974_,4.845µm
_0975_,4.845µm
_1827_,4.82µm
_2944_,4.82µm
_2427_,4.81µm
_0489_,4.8µm
_1092_,4.8µm
_1331_,4.8µm
_1973_,4.8µm
_2108_,4.8µm
_2269_,4.8µm
_2572_,4.8µm
_2686_,4.8µm
_2880_,4.8µm
pwm_inst.instance_to_wrap.pwm1_en,4.8µm
net623,4.8µm
net673,4.8µm
net681,4.8µm
net761,4.8µm
net772,4.8µm
net794,4.8µm
net808,4.8µm
net813,4.8µm
net868,4.8µm
net875,4.8µm
net886,4.8µm
net896,4.8µm
net946,4.8µm
net999,4.8µm
_0234_,4.78µm
_0606_,4.78µm
pwm_inst.instance_to_wrap.TMREN_PE.last_in,4.78µm
_0592_,4.765µm
_1880_,4.76µm
_2681_,4.76µm
wb_clk_i_regs,4.76µm
net834,4.76µm
net876,4.76µm
net971,4.76µm
net993,4.76µm
_0418_,4.73µm
_2986_,4.7µm
net648,4.7µm
net670,4.7µm
net717,4.7µm
net849,4.7µm
net944,4.7µm
_0683_,4.68µm
_1224_,4.68µm
_1601_,4.68µm
_1662_,4.68µm
_1833_,4.68µm
_2265_,4.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[4\],4.68µm
net764,4.68µm
_1404_,4.66µm
_2520_,4.66µm
net630,4.66µm
net679,4.66µm
net714,4.66µm
net776,4.66µm
net832,4.66µm
net843,4.66µm
net866,4.66µm
_1605_,4.64µm
_0855_,4.625µm
_0910_,4.625µm
_0923_,4.625µm
_0927_,4.625µm
_0063_,4.61µm
_0190_,4.61µm
_0209_,4.61µm
_0317_,4.61µm
_1594_,4.6µm
_1918_,4.6µm
_2981_,4.6µm
_2991_,4.6µm
_2994_,4.6µm
net978,4.6µm
net980,4.6µm
_0758_,4.58µm
_0782_,4.58µm
_0790_,4.58µm
_1024_,4.58µm
_1382_,4.58µm
_1608_,4.58µm
net935,4.58µm
_0595_,4.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[2\],4.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[2\],4.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[6\],4.56µm
_0026_,4.54µm
_0271_,4.54µm
_0322_,4.54µm
_0444_,4.54µm
_0641_,4.54µm
_1116_,4.54µm
_2398_,4.54µm
_0131_,4.53µm
_0348_,4.53µm
_0111_,4.51µm
_0260_,4.51µm
_0013_,4.48µm
_0892_,4.48µm
_1513_,4.48µm
_1829_,4.48µm
_2009_,4.48µm
_2159_,4.48µm
_2191_,4.48µm
_0095_,4.47µm
_0016_,4.46µm
_0064_,4.46µm
_0145_,4.46µm
_0652_,4.46µm
_0779_,4.46µm
_0808_,4.46µm
_0988_,4.46µm
_1020_,4.46µm
_1062_,4.46µm
_1195_,4.46µm
_1208_,4.46µm
_1290_,4.46µm
_1570_,4.46µm
_1606_,4.46µm
_2188_,4.46µm
_2391_,4.46µm
_2484_,4.46µm
_2530_,4.46µm
_2656_,4.46µm
_2847_,4.46µm
_2998_,4.46µm
_3001_,4.46µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[4\],4.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[8\],4.46µm
net487,4.46µm
net911,4.46µm
net1019,4.46µm
_0174_,4.44µm
_1851_,4.44µm
_2400_,4.44µm
_0748_,4.435µm
_1787_,4.42µm
_2078_,4.42µm
_2368_,4.42µm
_2737_,4.42µm
_2905_,4.42µm
net541,4.42µm
_0091_,4.41µm
_0742_,4.385µm
_0828_,4.385µm
_0829_,4.385µm
_1173_,4.385µm
_1641_,4.36µm
_1835_,4.36µm
_2930_,4.36µm
_2963_,4.36µm
_1877_,4.35µm
_0119_,4.34µm
_0261_,4.34µm
_0674_,4.34µm
_0692_,4.34µm
_1198_,4.34µm
_1223_,4.34µm
_1272_,4.34µm
_1319_,4.34µm
_1507_,4.34µm
_1651_,4.34µm
_1767_,4.34µm
_1854_,4.34µm
_2020_,4.34µm
_2271_,4.34µm
_2343_,4.34µm
_2382_,4.34µm
_2407_,4.34µm
_2495_,4.34µm
_2564_,4.34µm
_2782_,4.34µm
_2974_,4.34µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[0\],4.34µm
net481,4.34µm
net757,4.34µm
net857,4.34µm
net958,4.34µm
_1206_,4.32µm
_2580_,4.32µm
_2117_,4.315µm
_1076_,4.305µm
_2614_,4.3µm
_0104_,4.27µm
_0973_,4.265µm
_1694_,4.24µm
_2996_,4.24µm
net651,4.24µm
net696,4.24µm
net785,4.24µm
net825,4.24µm
net879,4.24µm
_0695_,4.22µm
_0698_,4.22µm
_0766_,4.22µm
_0786_,4.22µm
_1052_,4.22µm
_1853_,4.22µm
_2567_,4.22µm
_2598_,4.22µm
_2634_,4.22µm
pwm_inst.instance_to_wrap.pwm0_w_dt,4.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[6\],4.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[4\],4.22µm
_1637_,4.2µm
_1658_,4.2µm
_1746_,4.2µm
_1856_,4.2µm
net742,4.2µm
net766,4.2µm
net799,4.2µm
net869,4.2µm
net887,4.2µm
