net,length_um
wbs_dat_i[19],13.94µm
pwm_inst.PWM1CFG_REG\[6\],13.92µm
_2825_,13.9µm
_1441_,13.88µm
_1524_,13.88µm
_1927_,13.88µm
_2385_,13.88µm
net53,13.86µm
pwm_inst.instance_to_wrap.pwm1_inv,13.845µm
_1619_,13.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[6\],13.84µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[4\],13.8µm
net592,13.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[5\],13.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[3\],13.76µm
_2829_,13.74µm
wbs_dat_o[11],13.74µm
wbs_dat_o[18],13.74µm
wbs_dat_o[22],13.74µm
wbs_dat_o[24],13.74µm
wbs_dat_o[26],13.74µm
wbs_dat_o[29],13.74µm
wbs_dat_o[5],13.74µm
wbs_dat_o[7],13.74µm
wbs_dat_o[9],13.74µm
uart_inst.instance_to_wrap.uart_rx.brk\[0\],13.71µm
_2213_,13.7µm
_2494_,13.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[4\],13.68µm
wbs_dat_o[10],13.66µm
_2500_,13.64µm
_1426_,13.62µm
_2450_,13.6µm
_1814_,13.58µm
_2731_,13.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[5\],13.56µm
pwm_inst.IC_REG\[2\],13.54µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[2\],13.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[3\],13.52µm
net970,13.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[2\],13.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[0\],13.47µm
_2211_,13.44µm
_1410_,13.42µm
_1997_,13.42µm
_2123_,13.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[1\],13.42µm
net596,13.42µm
_1437_,13.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[1\],13.39µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[6\],13.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[6\],13.37µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[7\],13.36µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[7\],13.36µm
_1379_,13.34µm
_2709_,13.34µm
pwm_inst.PWMFC_REG\[9\],13.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[1\],13.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[7\],13.34µm
_1672_,13.32µm
uart_inst.CFG_REG\[13\],13.31µm
_1474_,13.27µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[0\],13.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[7\],13.22µm
wbs_dat_i[13],13.2µm
wbs_dat_o[25],13.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[6\],13.18µm
net553,13.18µm
_3013_,13.14µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[4\],13.12µm
pwm_inst.instance_to_wrap.pr_reg\[13\],13.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[6\],13.1µm
_2140_,13.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[1\],13µm
net593,13µm
_1800_,12.965µm
_2283_,12.96µm
_3002_,12.96µm
pwm_inst.instance_to_wrap.pr_reg\[2\],12.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[1\],12.94µm
uart_inst.RIS_REG\[2\],12.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[5\],12.92µm
_2108_,12.9µm
_1043_,12.88µm
pwm_inst.CMPY_REG\[31\],12.88µm
uart_tx,12.86µm
_1505_,12.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[7\],12.82µm
uart_inst.PR_REG\[13\],12.8µm
_2324_,12.78µm
_1409_,12.76µm
_1645_,12.76µm
_2403_,12.74µm
wbs_dat_o[12],12.74µm
_0781_,12.72µm
_2616_,12.72µm
pwm_inst.IM_REG\[0\],12.72µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[2\],12.72µm
_2012_,12.7µm
_2153_,12.68µm
_3021_,12.68µm
pwm_inst.PWMFC_REG\[13\],12.68µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[6\],12.68µm
_1684_,12.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[7\],12.66µm
net542,12.64µm
_1864_,12.62µm
_2886_,12.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[6\],12.62µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[2\],12.6µm
_1324_,12.58µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[2\],12.58µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[1\],12.57µm
_2721_,12.545µm
_1363_,12.54µm
net517,12.54µm
net590,12.54µm
_2163_,12.52µm
_0480_,12.51µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[2\],12.51µm
_1583_,12.5µm
_1963_,12.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[3\],12.5µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[3\],12.5µm
_2936_,12.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[4\],12.46µm
_1350_,12.44µm
_1373_,12.42µm
_1742_,12.42µm
_2826_,12.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[0\],12.38µm
_1577_,12.37µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[1\],12.36µm
wbs_adr_i[3],12.36µm
_1318_,12.34µm
_1971_,12.34µm
_1995_,12.34µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[6\],12.34µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[8\],12.34µm
_1762_,12.3µm
pwm_inst.CMPY_REG\[27\],12.3µm
pwm_inst.IC_REG\[0\],12.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[1\],12.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[8\],12.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[3\],12.3µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[0\],12.3µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[6\],12.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[1\],12.29µm
wbs_dat_o[27],12.28µm
net479,12.28µm
_2489_,12.26µm
_0022_,12.24µm
_2208_,12.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[7\],12.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[3\],12.17µm
_2162_,12.16µm
pwm_inst.PR_REG\[13\],12.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[4\],12.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[4\],12.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[8\],12.06µm
_1875_,12.04µm
wbs_dat_i[17],12.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[3\],12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[6\],12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[4\],12µm
pwm_inst.instance_to_wrap.pr_reg\[4\],11.98µm
net587,11.975µm
pwm_inst.instance_to_wrap.dly_cntr\[2\],11.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[8\],11.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[6\],11.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[8\],11.96µm
user_irq[0],11.94µm
_2067_,11.92µm
_2199_,11.9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[4\],11.9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[3\],11.88µm
_1359_,11.865µm
pwm_inst.PWMFC_REG\[11\],11.84µm
pwm_inst.PWMFC_REG\[3\],11.84µm
_2870_,11.805µm
_1632_,11.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[4\],11.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[5\],11.76µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[1\],11.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[5\],11.74µm
wbs_adr_i[10],11.68µm
uart_inst.instance_to_wrap.bits_count\[5\],11.66µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[1\],11.66µm
wbs_stb_i,11.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[0\],11.58µm
_1299_,11.56µm
_1942_,11.56µm
_0858_,11.545µm
pwm_inst.PWMFC_REG\[15\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[3\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[8\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[7\],11.54µm
_0042_,11.52µm
_2214_,11.5µm
_2255_,11.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[7\],11.5µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[8\],11.5µm
_1272_,11.48µm
_1811_,11.48µm
wbs_adr_i[4],11.48µm
_1653_,11.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[3\],11.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[0\],11.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[4\],11.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[7\],11.42µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[7\],11.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[0\],11.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[0\],11.42µm
_1739_,11.38µm
net986,11.38µm
_1042_,11.36µm
_2059_,11.36µm
_2332_,11.36µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[6\],11.36µm
wbs_dat_o[16],11.36µm
wbs_dat_o[20],11.36µm
wbs_dat_o[31],11.36µm
_2348_,11.34µm
_2371_,11.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[5\],11.3µm
net556,11.26µm
_1025_,11.24µm
_1352_,11.24µm
_2018_,11.24µm
_2164_,11.24µm
_2601_,11.24µm
_1302_,11.22µm
_1968_,11.22µm
wbs_adr_i[0],11.22µm
net466,11.22µm
_0672_,11.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[3\],11.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[3\],11.2µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[7\],11.18µm
net446,11.17µm
_1736_,11.16µm
_2766_,11.14µm
_2442_,11.12µm
_2746_,11.12µm
_1312_,11.08µm
pwm_inst.instance_to_wrap.pwm1_en,11.08µm
uart_inst.IM_REG\[8\],11.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[4\],11.08µm
_2196_,11.06µm
_2007_,11.04µm
_2882_,11.04µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[2\],11.04µm
_2559_,11.02µm
wbs_adr_i[19],11.02µm
net743,11.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[1\],11µm
pwm_inst.instance_to_wrap.dly_cntr\[4\],10.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[8\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[2\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[3\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[5\],10.96µm
_2804_,10.94µm
net998,10.92µm
_0573_,10.9µm
_1059_,10.9µm
_2148_,10.9µm
_2793_,10.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[1\],10.9µm
_2102_,10.88µm
net994,10.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[3\],10.86µm
_1575_,10.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[7\],10.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[8\],10.84µm
net610,10.82µm
_1509_,10.8µm
_2732_,10.8µm
_1777_,10.78µm
_2166_,10.78µm
_2514_,10.78µm
_2777_,10.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[1\],10.78µm
_2171_,10.76µm
wbs_dat_i[9],10.76µm
net899,10.74µm
_1343_,10.72µm
_2492_,10.72µm
_2533_,10.72µm
_2099_,10.66µm
_2773_,10.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[2\],10.66µm
_2136_,10.64µm
_2299_,10.64µm
_2305_,10.63µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[8\],10.63µm
_1314_,10.62µm
_2562_,10.62µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[0\],10.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[2\],10.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[2\],10.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[8\],10.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[6\],10.58µm
_2506_,10.56µm
wbs_adr_i[6],10.56µm
uart_inst.instance_to_wrap.uart_rx.current_state\[0\],10.55µm
_1384_,10.54µm
pwm_inst.PWM1CFG_REG\[11\],10.54µm
pwm_inst.PWM1CFG_REG\[15\],10.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[5\],10.54µm
uart_inst.instance_to_wrap.uart_rx.brk\[10\],10.53µm
_2449_,10.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[4\],10.52µm
_1911_,10.5µm
_2277_,10.5µm
_2364_,10.5µm
pwm_inst.PWM1CFG_REG\[12\],10.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[4\],10.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[7\],10.5µm
_1085_,10.46µm
_1520_,10.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[2\],10.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[4\],10.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[8\],10.44µm
_1943_,10.42µm
_1950_,10.42µm
_2134_,10.42µm
_1679_,10.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[5\],10.4µm
_1574_,10.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[7\],10.325µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[2\],10.325µm
_1040_,10.32µm
_2077_,10.32µm
_2699_,10.32µm
_2266_,10.3µm
_0664_,10.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[4\],10.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[6\],10.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[2\],10.28µm
_1781_,10.26µm
_1825_,10.26µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[0\],10.26µm
_2356_,10.25µm
pwm_inst.instance_to_wrap.pr_reg\[11\],10.24µm
_2593_,10.22µm
_2697_,10.18µm
_1229_,10.16µm
_1830_,10.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[0\],10.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[1\],10.16µm
_1639_,10.14µm
_1703_,10.14µm
_2686_,10.14µm
_2748_,10.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[5\],10.14µm
_2596_,10.1µm
user_irq[1],10.1µm
wbs_dat_i[16],10.1µm
_1374_,10.09µm
_1215_,10.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[5\],10.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[5\],10.08µm
_2448_,10.06µm
_1652_,10.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[4\],10.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[2\],10.04µm
net930,10.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[7\],9.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[1\],9.96µm
_2542_,9.94µm
_2798_,9.94µm
pwm_inst.instance_to_wrap.pr_reg\[5\],9.94µm
_1852_,9.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[0\],9.92µm
_1697_,9.9µm
_1920_,9.88µm
_2480_,9.88µm
_2052_,9.86µm
_2651_,9.86µm
_2972_,9.86µm
_2330_,9.84µm
pwm_inst.PWM1CFG_REG\[14\],9.84µm
_1087_,9.82µm
_2594_,9.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[0\],9.82µm
_1676_,9.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[4\],9.78µm
wbs_adr_i[11],9.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[7\],9.74µm
_1336_,9.72µm
_1545_,9.7µm
_1948_,9.7µm
_2965_,9.7µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[8\],9.7µm
_2308_,9.68µm
_2436_,9.68µm
_1239_,9.66µm
_2645_,9.66µm
_2420_,9.65µm
_1058_,9.64µm
pwm_out,9.64µm
net594,9.64µm
_0713_,9.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[1\],9.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[1\],9.62µm
_1310_,9.6µm
uart_inst.instance_to_wrap.uart_rx.brk\[11\],9.59µm
_1335_,9.58µm
uart_inst.instance_to_wrap.uart_rx.current_state\[4\],9.58µm
_1908_,9.55µm
_0647_,9.54µm
_0673_,9.52µm
_1095_,9.52µm
_2982_,9.52µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[0\],9.52µm
uart_rx,9.52µm
_1245_,9.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[8\],9.5µm
_1370_,9.48µm
_2165_,9.48µm
_2626_,9.48µm
_2989_,9.48µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[7\],9.48µm
net996,9.48µm
_0630_,9.46µm
_0675_,9.46µm
_1488_,9.46µm
_2416_,9.46µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[7\],9.44µm
_1340_,9.435µm
_0258_,9.43µm
_1726_,9.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[3\],9.4µm
_1949_,9.395µm
_2296_,9.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[7\],9.38µm
_2316_,9.36µm
_2457_,9.36µm
_2563_,9.36µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[7\],9.34µm
_1729_,9.32µm
_2505_,9.32µm
wbs_ack_o,9.3µm
wbs_dat_o[1],9.3µm
_1492_,9.28µm
_1813_,9.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[5\],9.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[4\],9.28µm
net834,9.26µm
_2486_,9.24µm
uart_inst.IM_REG\[7\],9.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[4\],9.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[5\],9.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[5\],9.24µm
_2080_,9.2µm
_0017_,9.18µm
_1073_,9.18µm
wbs_adr_i[17],9.18µm
net508,9.18µm
_0706_,9.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[4\],9.16µm
_1034_,9.14µm
pwm_inst.PWMFC_REG\[7\],9.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[1\],9.12µm
_0734_,9.08µm
net497,9.08µm
_0607_,9.06µm
_0985_,9.06µm
_1998_,9.06µm
net569,9.045µm
_1225_,9.04µm
_1899_,9.04µm
_1538_,9.02µm
_1593_,9.02µm
_2173_,9.02µm
pwm_inst.instance_to_wrap.pwm0_w_dt,9µm
_0193_,8.98µm
_2223_,8.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[8\],8.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[3\],8.98µm
_0031_,8.94µm
_1497_,8.94µm
_2035_,8.94µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[5\],8.94µm
_0775_,8.92µm
_1154_,8.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[4\],8.92µm
_2539_,8.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[2\],8.9µm
net669,8.9µm
net980,8.9µm
_2701_,8.895µm
_1757_,8.86µm
_2063_,8.86µm
_2288_,8.86µm
_2642_,8.86µm
_2843_,8.86µm
net779,8.86µm
net957,8.86µm
_0024_,8.84µm
wb_rst_i,8.84µm
_2347_,8.82µm
pwm_inst.PWM1CFG_REG\[9\],8.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[4\],8.82µm
_0711_,8.8µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[2\],8.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[2\],8.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[1\],8.78µm
_2082_,8.74µm
net810,8.74µm
_2388_,8.72µm
wbs_adr_i[1],8.72µm
wbs_adr_i[5],8.72µm
wbs_adr_i[9],8.72µm
wbs_dat_i[15],8.72µm
net624,8.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[6\],8.7µm
net922,8.7µm
net550,8.68µm
net818,8.68µm
_1614_,8.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[3\],8.66µm
_0655_,8.62µm
_1081_,8.62µm
_1884_,8.62µm
_2065_,8.62µm
net974,8.62µm
_2851_,8.6µm
net665,8.6µm
net995,8.6µm
_1723_,8.59µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[3\],8.58µm
_2013_,8.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[1\],8.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[5\],8.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[7\],8.56µm
_0866_,8.525µm
_2160_,8.52µm
_0482_,8.51µm
_2926_,8.5µm
_1467_,8.48µm
_2161_,8.48µm
_2384_,8.48µm
_2399_,8.48µm
_0291_,8.46µm
uart_inst.IM_REG\[5\],8.46µm
net232,8.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[5\],8.445µm
uart_inst.CFG_REG\[1\],8.44µm
net801,8.44µm
_2427_,8.42µm
_0874_,8.405µm
_2395_,8.4µm
net439,8.4µm
_2629_,8.38µm
wbs_dat_o[0],8.38µm
net1016,8.38µm
_1383_,8.36µm
_1432_,8.36µm
_1490_,8.36µm
_1907_,8.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[8\],8.36µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[4\],8.36µm
net603,8.36µm
_0791_,8.345µm
_2459_,8.34µm
pwm_inst.instance_to_wrap.dly_cntr\[3\],8.34µm
_2318_,8.32µm
_2471_,8.32µm
_2598_,8.32µm
_2707_,8.32µm
uart_inst.IM_REG\[6\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[0\],8.32µm
_1933_,8.28µm
_2222_,8.28µm
_0712_,8.26µm
_0977_,8.26µm
net894,8.26µm
_1587_,8.24µm
pwm_inst.instance_to_wrap.pr_reg\[9\],8.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[6\],8.24µm
net586,8.24µm
_0014_,8.22µm
_2010_,8.22µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[5\],8.22µm
_0335_,8.21µm
_1952_,8.2µm
pwm_inst.IM_REG\[1\],8.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[3\],8.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[4\],8.2µm
_0944_,8.195µm
_0010_,8.16µm
_0015_,8.16µm
_0028_,8.16µm
_0661_,8.16µm
_0676_,8.16µm
_0685_,8.16µm
_1012_,8.16µm
_1013_,8.16µm
_1050_,8.16µm
_1771_,8.16µm
_2005_,8.16µm
_2061_,8.16µm
_2634_,8.16µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[3\],8.16µm
_2454_,8.14µm
_2939_,8.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[0\],8.14µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[4\],8.14µm
net991,8.14µm
_1221_,8.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[6\],8.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[5\],8.12µm
_0190_,8.11µm
_2681_,8.1µm
_2820_,8.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[2\],8.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[5\],8.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[1\],8.1µm
_0337_,8.09µm
net433,8.08µm
_1415_,8.06µm
_1466_,8.06µm
_1503_,8.04µm
_1550_,8.04µm
_2064_,8.04µm
net420,8.04µm
_1039_,8.02µm
_2335_,8.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[2\],8.02µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[2\],8.02µm
net507,8.02µm
net670,8.02µm
_0950_,8.005µm
_1991_,8µm
_1244_,7.98µm
_1420_,7.98µm
_1683_,7.98µm
_1822_,7.98µm
_2778_,7.98µm
_2836_,7.98µm
pwm_inst.PWMFC_REG\[12\],7.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[8\],7.98µm
net862,7.98µm
_1904_,7.96µm
_1695_,7.94µm
_2742_,7.92µm
_0404_,7.9µm
_1021_,7.9µm
_1564_,7.9µm
_2248_,7.9µm
_2267_,7.9µm
_2281_,7.9µm
pwm_inst.PWMFC_REG\[10\],7.9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[0\],7.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[6\],7.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[5\],7.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[2\],7.9µm
net544,7.9µm
net909,7.9µm
net931,7.9µm
_1006_,7.895µm
_0656_,7.885µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[3\],7.88µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[2\],7.88µm
net869,7.88µm
_1678_,7.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[2\],7.86µm
